@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute attr19 numeric
@attribute attr20 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.722626,1.908836,1.861375,1.61682,1.904591,1.914015,2.232446,1.808164,1.23209,1.667107,1.856767,1.880262,1.923596,1.87564,1.818195,1.841516,1.577553,1.577262,1.916266,1.959693,17
1.696263,1.852605,1.815932,1.638807,1.830839,1.890293,2.22943,1.925915,1.168156,1.606684,1.836159,1.817706,1.917765,1.806734,1.784427,1.792476,1.600924,1.550732,1.877583,1.938202,17
1.683214,1.861912,1.807623,1.603128,1.842111,1.881345,2.259636,1.923916,1.171676,1.627054,1.824651,1.823987,1.888107,1.820057,1.786007,1.802569,1.584878,1.541485,1.872918,1.927012,17
1.679266,1.856316,1.806602,1.613576,1.834593,1.884197,2.249722,1.926951,1.16696,1.621546,1.826285,1.819473,1.894467,1.814324,1.782851,1.798435,1.59429,1.543298,1.872616,1.929167,17
1.75796,1.919887,1.864249,1.676928,1.904651,1.932905,2.299036,1.951922,1.2633,1.702676,1.878395,1.884179,1.931153,1.882351,1.842959,1.859775,1.655334,1.603356,1.928784,1.978349,17
1.759813,1.903614,1.842938,1.706297,1.893189,1.906004,2.282556,1.905131,1.268717,1.719933,1.850785,1.868263,1.896049,1.873558,1.817987,1.837842,1.68245,1.569296,1.904821,1.947329,17
1.76005,1.924328,1.866928,1.674793,1.910368,1.934622,2.298308,1.942825,1.266867,1.709296,1.879471,1.889075,1.929255,1.888318,1.845532,1.864016,1.654616,1.605142,1.931695,1.979497,17
1.693662,1.860822,1.805508,1.602605,1.84522,1.875212,2.233157,1.874547,1.166025,1.628201,1.819856,1.82428,1.877658,1.820776,1.783389,1.799555,1.578094,1.533936,1.870746,1.923492,17
1.672821,1.827825,1.771129,1.61776,1.814342,1.833676,2.236266,1.849441,1.160336,1.616106,1.779303,1.789722,1.842415,1.790686,1.743798,1.760301,1.588354,1.482816,1.829576,1.880222,17
1.709158,1.849286,1.790487,1.617982,1.844474,1.841474,2.225742,1.810024,1.168945,1.630443,1.795023,1.811415,1.845522,1.809186,1.764216,1.774058,1.565047,1.495253,1.849738,1.897038,17
1.682841,1.831953,1.772457,1.638927,1.828771,1.822319,2.225221,1.799268,1.172163,1.640575,1.772615,1.794548,1.825703,1.797838,1.7388,1.752251,1.586918,1.468196,1.829438,1.871548,17
1.695595,1.872996,1.815668,1.624987,1.870535,1.868596,2.259043,1.83219,1.20863,1.66386,1.811194,1.840879,1.864726,1.843015,1.774244,1.797636,1.583695,1.520723,1.874136,1.911799,17
1.680079,1.818519,1.776899,1.653072,1.797872,1.850605,2.234658,1.920313,1.151929,1.603474,1.795372,1.781953,1.87231,1.776377,1.74328,1.752379,1.614162,1.500632,1.83825,1.895261,17
1.680537,1.853396,1.794117,1.611325,1.84059,1.862234,2.250911,1.873714,1.175974,1.642685,1.802398,1.818054,1.856394,1.820239,1.765641,1.788454,1.591037,1.514603,1.858409,1.90416,17
1.692797,1.887799,1.843361,1.609791,1.863566,1.925338,2.256481,1.953505,1.188195,1.633261,1.865358,1.85331,1.938522,1.844159,1.818663,1.835502,1.595649,1.592292,1.91086,1.969684,17
1.804087,1.968861,1.917113,1.713209,1.953017,1.985163,2.332607,1.992992,1.32795,1.744816,1.930313,1.935336,1.986384,1.931844,1.894618,1.912853,1.695645,1.665671,1.979472,2.029298,17
1.680604,1.851817,1.795015,1.610484,1.838308,1.862107,2.249744,1.870402,1.176835,1.635401,1.802517,1.816757,1.861758,1.817761,1.764923,1.787414,1.589515,1.514738,1.856994,1.904351,17
1.692539,1.873684,1.834313,1.617726,1.851228,1.910221,2.246362,1.931431,1.186125,1.618749,1.851746,1.840211,1.933249,1.830533,1.803176,1.818544,1.594834,1.574086,1.895805,1.955046,17
1.959232,2.125145,2.086127,1.890466,2.113193,2.144646,2.438451,2.095168,1.553936,1.913813,2.089938,2.098758,2.156325,2.094471,2.050196,2.071292,1.868637,1.849037,2.137469,2.181028,17
1.737281,1.901281,1.834487,1.664959,1.913142,1.86781,2.218729,1.677314,1.272859,1.730894,1.80844,1.874037,1.848517,1.887299,1.78431,1.820247,1.626378,1.518031,1.8831,1.904891,17
1.687415,1.872455,1.811426,1.608998,1.864463,1.873624,2.268943,1.867673,1.197403,1.659698,1.813883,1.83847,1.864219,1.840875,1.778594,1.803548,1.583165,1.527646,1.87483,1.915805,17
1.681519,1.845621,1.788925,1.623416,1.834693,1.85432,2.217256,1.82988,1.169379,1.641417,1.795155,1.811429,1.851291,1.814176,1.756838,1.778663,1.596964,1.504354,1.851037,1.895861,17
1.690302,1.853532,1.789124,1.619823,1.84566,1.852686,2.216597,1.807864,1.177449,1.659168,1.792641,1.819265,1.836886,1.825822,1.760662,1.786415,1.599489,1.502581,1.852941,1.893336,17
1.679034,1.827329,1.769061,1.62783,1.814956,1.83458,2.20236,1.820847,1.150208,1.627643,1.779094,1.79025,1.834193,1.793171,1.743064,1.760018,1.598768,1.482741,1.831359,1.87945,17
1.683964,1.845285,1.790515,1.607113,1.829882,1.857231,2.236845,1.867474,1.164065,1.618957,1.801954,1.808275,1.864576,1.806466,1.76577,1.782469,1.582163,1.511973,1.851773,1.904598,17
1.675944,1.815047,1.760852,1.659187,1.804339,1.822683,2.157221,1.769901,1.147312,1.632131,1.76999,1.777962,1.830399,1.782298,1.731757,1.744593,1.620383,1.468172,1.819667,1.867635,17
1.687035,1.827844,1.771831,1.622343,1.816668,1.82715,2.206562,1.793778,1.164459,1.611959,1.776661,1.789595,1.842501,1.79038,1.746076,1.760519,1.589215,1.477746,1.824996,1.877369,17
1.829309,1.966949,1.913911,1.730233,1.949717,1.978497,2.338154,2.017226,1.322462,1.736565,1.936297,1.927021,1.988135,1.918726,1.905727,1.908343,1.695534,1.665054,1.977572,2.035421,17
1.706574,1.838002,1.773986,1.604167,1.829515,1.827866,2.219056,1.81178,1.149307,1.616099,1.784558,1.796098,1.83118,1.794154,1.760497,1.767162,1.559426,1.482885,1.835013,1.887709,17
1.723732,1.858207,1.788859,1.631253,1.862604,1.831626,2.208442,1.738515,1.185766,1.66846,1.783948,1.822048,1.814766,1.827595,1.76062,1.776763,1.577461,1.481377,1.848644,1.884138,17
1.714292,1.854887,1.792149,1.611133,1.851898,1.840868,2.227359,1.796925,1.172955,1.637698,1.794917,1.816741,1.839731,1.815792,1.768334,1.779438,1.56001,1.495356,1.851689,1.897423,17
1.729904,1.851789,1.77756,1.645439,1.85975,1.813968,2.195659,1.714823,1.178226,1.674022,1.77448,1.811739,1.795905,1.817902,1.756398,1.764017,1.576948,1.463506,1.838392,1.873554,17
1.699624,1.817983,1.771074,1.634225,1.795641,1.830275,2.250139,1.909294,1.154585,1.561711,1.793259,1.771217,1.876549,1.759853,1.759681,1.752661,1.586884,1.490702,1.823326,1.894819,17
1.735544,1.865638,1.808537,1.610433,1.858576,1.859363,2.23639,1.849923,1.162742,1.619628,1.823046,1.823651,1.87096,1.812947,1.79484,1.791159,1.542266,1.523563,1.871619,1.927712,17
1.962326,1.859938,1.830406,2.124601,1.819707,1.900502,2.291637,2.166577,1.247014,1.640546,1.847897,1.811558,1.998078,1.813456,1.798888,1.808862,2.118877,1.569791,1.857351,1.929903,17
1.706566,1.853691,1.802623,1.614698,1.84151,1.858189,2.250628,1.877446,1.173934,1.609578,1.814686,1.813383,1.881366,1.804411,1.779566,1.782919,1.561976,1.518578,1.860164,1.917112,17
1.830532,1.86985,1.787192,1.876916,1.893216,1.796801,2.193324,1.567059,1.336123,1.822236,1.764892,1.830107,1.772444,1.860536,1.758485,1.767007,1.80357,1.441271,1.828678,1.843349,17
1.738449,1.869954,1.828986,1.633036,1.853793,1.885126,2.243925,1.909361,1.178273,1.597216,1.851053,1.827507,1.926497,1.808453,1.813058,1.801737,1.563054,1.556448,1.886691,1.95503,17
1.701189,1.876076,1.833303,1.611688,1.853234,1.908229,2.248301,1.943139,1.172467,1.612983,1.857755,1.837999,1.932402,1.824611,1.813603,1.81913,1.577778,1.57657,1.898657,1.962447,17
1.693759,1.840443,1.774257,1.598387,1.831064,1.829074,2.264953,1.851761,1.169752,1.62246,1.780724,1.799154,1.83066,1.799581,1.755738,1.769294,1.564222,1.481839,1.833482,1.883248,17
1.802239,1.958945,1.911473,1.691963,1.940348,1.978353,2.308628,1.996094,1.289331,1.707554,1.934624,1.920466,1.995004,1.908065,1.899639,1.902096,1.655001,1.664248,1.975707,2.036117,17
1.71207,1.851089,1.787577,1.599617,1.842493,1.844062,2.213328,1.813305,1.152235,1.623864,1.799579,1.810336,1.843971,1.807147,1.774397,1.781854,1.556283,1.502085,1.851252,1.903516,17
1.729984,1.859113,1.792332,1.598393,1.852787,1.84675,2.202473,1.789172,1.154683,1.630568,1.80346,1.818612,1.840124,1.81567,1.781941,1.789666,1.554129,1.506376,1.857142,1.907862,17
1.694531,1.823171,1.768968,1.640815,1.812398,1.817706,2.198783,1.765449,1.183113,1.608936,1.769669,1.784338,1.844506,1.786609,1.742732,1.756681,1.609052,1.468365,1.814061,1.868614,17
1.693723,1.845776,1.789562,1.613294,1.831976,1.855518,2.230511,1.876461,1.14852,1.620716,1.806934,1.806002,1.860342,1.801325,1.771027,1.778179,1.571496,1.51237,1.856054,1.909973,17
1.685898,1.858584,1.808931,1.600827,1.835235,1.885038,2.250448,1.924101,1.167578,1.609974,1.829331,1.820565,1.90086,1.813712,1.790084,1.80437,1.585599,1.547317,1.872586,1.933483,17
1.681622,1.809325,1.74364,1.62855,1.797377,1.805118,2.190798,1.804757,1.127065,1.615615,1.759141,1.765803,1.805248,1.768965,1.732027,1.739009,1.591075,1.452904,1.807292,1.859492,17
1.689702,1.827112,1.762956,1.601986,1.811367,1.827022,2.231407,1.861062,1.135488,1.60415,1.781762,1.782788,1.831917,1.780679,1.755672,1.761734,1.569384,1.482118,1.827407,1.885048,17
1.697139,1.855322,1.798392,1.608855,1.838434,1.869686,2.235964,1.901227,1.148513,1.624246,1.820227,1.814933,1.871924,1.809108,1.784228,1.791431,1.573364,1.530131,1.868193,1.92375,17
1.695611,1.842976,1.790252,1.613587,1.821989,1.863809,2.234215,1.918152,1.138426,1.603358,1.816962,1.800803,1.876831,1.791978,1.779143,1.781243,1.57651,1.524879,1.85871,1.920874,17
1.687505,1.823854,1.774143,1.630585,1.802931,1.846988,2.221235,1.907516,1.129449,1.596255,1.800015,1.781894,1.864431,1.774247,1.758651,1.759581,1.588687,1.503107,1.840519,1.902298,17
1.667239,1.81045,1.756624,1.622899,1.791591,1.81791,2.23245,1.849377,1.159249,1.587979,1.767201,1.769002,1.845093,1.769101,1.735397,1.748155,1.600369,1.467999,1.807865,1.86755,17
1.691914,1.849117,1.787469,1.608122,1.836559,1.85443,2.246014,1.876874,1.159363,1.634047,1.80074,1.810739,1.847836,1.810479,1.767149,1.782289,1.578229,1.508677,1.854644,1.903453,17
1.690175,1.856701,1.809607,1.605802,1.832637,1.885496,2.240075,1.923689,1.159869,1.602267,1.833058,1.81766,1.906519,1.808081,1.792544,1.80172,1.58282,1.549341,1.873631,1.937329,17
1.691178,1.8656,1.822644,1.60825,1.840066,1.899821,2.252692,1.947584,1.171949,1.603966,1.846436,1.827551,1.925985,1.816075,1.802767,1.812069,1.585845,1.565966,1.885736,1.950791,17
1.688846,1.824488,1.770133,1.630349,1.809254,1.83938,2.204897,1.858619,1.135489,1.6144,1.787903,1.785759,1.843766,1.783576,1.748503,1.757484,1.59226,1.490499,1.835976,1.889322,17
1.685509,1.820545,1.761183,1.624382,1.808741,1.823548,2.205325,1.827617,1.137745,1.615207,1.774357,1.780475,1.826634,1.780887,1.741202,1.7507,1.58492,1.472789,1.824108,1.875503,17
1.686218,1.838386,1.787244,1.613831,1.818728,1.858863,2.23325,1.898633,1.148606,1.603415,1.807052,1.799117,1.872863,1.793295,1.767784,1.777161,1.583771,1.515926,1.851264,1.910091,17
1.684139,1.84765,1.798128,1.617953,1.828502,1.872516,2.226727,1.891727,1.159387,1.618596,1.815081,1.811814,1.881497,1.807928,1.772339,1.788039,1.594657,1.528858,1.862646,1.917575,17
1.686127,1.851287,1.802427,1.618643,1.831824,1.877639,2.226662,1.897007,1.159673,1.620548,1.820532,1.815463,1.886652,1.810755,1.777062,1.791859,1.594097,1.535129,1.867874,1.923199,17
1.678539,1.832322,1.770895,1.639555,1.824199,1.833887,2.197987,1.791205,1.168747,1.65224,1.773704,1.798048,1.8238,1.806436,1.738302,1.762955,1.615444,1.478347,1.83199,1.872275,17
1.683179,1.842299,1.791433,1.611116,1.823105,1.862748,2.230812,1.881721,1.16022,1.608527,1.806402,1.805501,1.875381,1.80203,1.767178,1.783324,1.590479,1.518608,1.852733,1.909091,17
1.676362,1.834846,1.779086,1.630533,1.822199,1.847022,2.208263,1.833581,1.159877,1.636248,1.787868,1.8,1.84537,1.803252,1.748118,1.768625,1.604794,1.495375,1.841815,1.887975,17
1.706693,1.866084,1.809326,1.608866,1.85542,1.873325,2.197918,1.819284,1.162942,1.638678,1.821504,1.82995,1.872324,1.826829,1.787962,1.801392,1.573657,1.532786,1.874744,1.924962,17
1.691108,1.858555,1.802267,1.597483,1.839326,1.874742,2.247089,1.907423,1.157767,1.61893,1.822984,1.818533,1.881218,1.812686,1.788224,1.799084,1.57283,1.536403,1.8695,1.927421,17
1.691518,1.846581,1.794018,1.610624,1.82721,1.866685,2.228681,1.89725,1.147323,1.610117,1.815604,1.807072,1.876962,1.800571,1.777278,1.785709,1.579761,1.525971,1.860555,1.919189,17
1.673172,1.806373,1.744296,1.626142,1.793349,1.804291,2.215467,1.840836,1.127359,1.604621,1.761115,1.761401,1.814199,1.761298,1.731319,1.733719,1.580359,1.452826,1.806592,1.861759,17
1.701724,1.831803,1.771038,1.612895,1.823347,1.821711,2.226434,1.817952,1.152704,1.609485,1.780723,1.789121,1.834349,1.785861,1.754786,1.75826,1.560772,1.475871,1.828803,1.883095,17
1.684921,1.851849,1.788016,1.664882,1.855108,1.831522,2.180663,1.724941,1.188816,1.679361,1.78543,1.814093,1.82951,1.821179,1.756091,1.76758,1.604439,1.480357,1.845932,1.882015,17
1.70061,1.836926,1.788676,1.619788,1.819101,1.843234,2.268141,1.88426,1.190076,1.58456,1.797647,1.795854,1.882598,1.788711,1.765173,1.772632,1.585777,1.501929,1.835633,1.899178,17
1.786956,1.925027,1.8607,1.609382,1.931482,1.897307,2.248213,1.740813,1.258963,1.68887,1.845301,1.89565,1.884157,1.895095,1.825279,1.851991,1.567462,1.561401,1.913458,1.948983,17
1.69231,1.804672,1.767235,1.662322,1.779569,1.835922,2.231667,1.923473,1.147704,1.555074,1.790047,1.762979,1.882776,1.751728,1.742795,1.74136,1.618647,1.490526,1.821426,1.890495,17
1.713072,1.853088,1.793796,1.599826,1.833749,1.863599,2.238227,1.914738,1.133357,1.602867,1.824384,1.806874,1.873532,1.795312,1.794597,1.789696,1.554933,1.53003,1.865242,1.930016,17
1.713755,1.869077,1.817155,1.596982,1.843817,1.893323,2.239077,1.944403,1.14513,1.601254,1.851686,1.824176,1.913005,1.809363,1.818451,1.814376,1.562624,1.566071,1.887749,1.958294,17
1.713986,1.858472,1.791271,1.590953,1.845561,1.856118,2.223211,1.851686,1.143513,1.626169,1.811556,1.815478,1.849261,1.811112,1.787567,1.79358,1.555602,1.518109,1.86164,1.916704,17
1.802647,1.941177,1.878862,1.715121,1.930214,1.939988,2.307963,1.951659,1.291303,1.73829,1.895403,1.901563,1.932426,1.900385,1.868527,1.876067,1.679223,1.616852,1.944986,1.993737,17
1.686357,1.842251,1.771883,1.610193,1.83412,1.832009,2.243269,1.848445,1.151902,1.641735,1.784411,1.79982,1.820076,1.802069,1.758135,1.768554,1.570214,1.484303,1.840153,1.886387,17
1.70532,1.850616,1.7844,1.602105,1.836912,1.851652,2.220206,1.863456,1.136187,1.62763,1.806801,1.807199,1.844508,1.803574,1.779605,1.784077,1.564007,1.511576,1.856375,1.910729,17
1.70346,1.848018,1.784267,1.604033,1.832717,1.853592,2.217142,1.86765,1.134805,1.622778,1.807628,1.805197,1.849257,1.800972,1.778471,1.783309,1.568227,1.513354,1.855788,1.911752,17
1.67557,1.819034,1.750853,1.631508,1.807178,1.816556,2.197596,1.821973,1.130197,1.635218,1.768435,1.775714,1.80787,1.780137,1.739511,1.747913,1.595554,1.465042,1.819466,1.868451,17
1.706826,1.843347,1.773314,1.611113,1.833638,1.837251,2.206634,1.826312,1.137184,1.638192,1.790967,1.801075,1.821677,1.801807,1.765873,1.773778,1.572988,1.492365,1.844636,1.893818,17
1.702277,1.844291,1.776417,1.603984,1.831635,1.842317,2.228038,1.863493,1.135976,1.628092,1.797201,1.80068,1.833005,1.798656,1.770808,1.776143,1.56554,1.499692,1.847899,1.900894,17
1.698583,1.84039,1.774427,1.612835,1.827165,1.841793,2.221775,1.868184,1.130869,1.628502,1.797131,1.796619,1.83403,1.794197,1.768057,1.771295,1.570573,1.498523,1.846889,1.900271,17
1.680927,1.827832,1.757486,1.617783,1.816216,1.821864,2.241307,1.869064,1.13584,1.631997,1.776182,1.782832,1.812151,1.784532,1.74876,1.754727,1.577202,1.473061,1.827875,1.877697,17
1.711963,1.867954,1.816553,1.602767,1.8421,1.893991,2.240699,1.954863,1.143985,1.602498,1.852274,1.822778,1.913678,1.807754,1.817277,1.812375,1.566681,1.566416,1.888067,1.958302,17
1.720754,1.851428,1.786454,1.594493,1.837055,1.849646,2.228973,1.876575,1.13078,1.609538,1.812612,1.804877,1.852067,1.795993,1.788871,1.784405,1.545349,1.51427,1.857264,1.918245,17
1.705424,1.820552,1.750829,1.61669,1.81142,1.80671,2.208027,1.824545,1.117813,1.612722,1.771561,1.772687,1.805353,1.770234,1.750072,1.744912,1.558793,1.460794,1.818828,1.874182,17
1.69616,1.797305,1.737816,1.645863,1.780607,1.793909,2.173522,1.793092,1.124689,1.578934,1.758281,1.748964,1.821199,1.746815,1.735239,1.730131,1.601294,1.447042,1.793238,1.858361,17
1.694231,1.856383,1.799419,1.605281,1.835995,1.874517,2.249307,1.928082,1.149741,1.619018,1.824935,1.814656,1.879345,1.807595,1.788785,1.795279,1.57553,1.536842,1.870077,1.928945,17
1.694887,1.869617,1.819789,1.599531,1.843515,1.9001,2.255257,1.954019,1.164126,1.611605,1.847651,1.829405,1.916082,1.819011,1.808491,1.817169,1.581867,1.567795,1.888023,1.952858,17
1.701736,1.86641,1.809873,1.5995,1.846331,1.884755,2.24131,1.917808,1.152229,1.619845,1.835868,1.82509,1.890022,1.81625,1.800593,1.806759,1.569317,1.550023,1.881089,1.940845,17
1.709156,1.866143,1.808322,1.596518,1.847068,1.880487,2.239886,1.913524,1.146978,1.617181,1.835368,1.823347,1.886178,1.81352,1.802987,1.80518,1.560427,1.547109,1.87975,1.940959,17
1.704774,1.858586,1.803757,1.604459,1.836634,1.878172,2.24464,1.93667,1.141941,1.607771,1.834653,1.814381,1.890609,1.802809,1.799817,1.798192,1.565964,1.545062,1.875095,1.939915,17
1.685486,1.83084,1.758566,1.620853,1.823701,1.81856,2.223944,1.822331,1.145405,1.644875,1.770095,1.788607,1.802314,1.793899,1.744451,1.756148,1.582284,1.466937,1.826699,1.87081,17
1.693406,1.838964,1.767387,1.613635,1.832275,1.826358,2.229278,1.827865,1.14802,1.643576,1.779,1.796972,1.810767,1.800316,1.753879,1.764522,1.57264,1.477335,1.835786,1.880687,17
1.711539,1.842375,1.771425,1.611309,1.83786,1.823611,2.228845,1.824111,1.141216,1.633301,1.785526,1.797523,1.814909,1.795815,1.763549,1.763705,1.551208,1.478828,1.839529,1.888448,17
1.692544,1.821803,1.755832,1.613955,1.813074,1.809949,2.219371,1.815588,1.138954,1.613632,1.767899,1.777826,1.813392,1.777738,1.743464,1.747858,1.566337,1.460887,1.817418,1.869718,17
1.708716,1.832215,1.763633,1.611371,1.820793,1.825629,2.21175,1.847668,1.119596,1.618577,1.787362,1.785694,1.820001,1.782213,1.763462,1.760498,1.559948,1.482678,1.835204,1.890902,17
1.688867,1.810734,1.739605,1.629176,1.801171,1.797882,2.196452,1.816337,1.114224,1.621024,1.760854,1.762459,1.794221,1.763525,1.7381,1.734377,1.575004,1.448306,1.808418,1.861724,17
1.698173,1.826151,1.753201,1.619299,1.818951,1.810728,2.204223,1.807633,1.128455,1.633195,1.769631,1.780828,1.798575,1.78311,1.747856,1.750757,1.570898,1.462026,1.822265,1.871248,17
1.684068,1.806539,1.741084,1.619079,1.79191,1.802476,2.212799,1.841031,1.118443,1.597776,1.76172,1.759547,1.809766,1.75853,1.736184,1.736239,1.576077,1.453398,1.805319,1.863431,17
1.680478,1.812514,1.745248,1.639237,1.801443,1.808129,2.173933,1.78919,1.128583,1.631492,1.761529,1.769216,1.803147,1.774467,1.734411,1.741857,1.602451,1.455796,1.810972,1.860897,17
1.679728,1.831389,1.764759,1.616606,1.817792,1.832622,2.236597,1.872984,1.139383,1.630799,1.783248,1.788574,1.824734,1.789831,1.752491,1.761803,1.582544,1.484425,1.834541,1.884953,17
1.815845,1.955797,1.895926,1.732082,1.942113,1.960022,2.316644,1.978231,1.310032,1.749868,1.915802,1.91595,1.956211,1.913382,1.887674,1.893834,1.699098,1.641318,1.962315,2.013634,17
1.692097,1.846292,1.777961,1.603414,1.834492,1.842219,2.252972,1.880357,1.148102,1.632881,1.795536,1.802947,1.833665,1.802005,1.768352,1.776181,1.565623,1.498232,1.847936,1.898742,17
1.700599,1.859545,1.801633,1.598933,1.84004,1.873716,2.25176,1.924869,1.148378,1.615,1.827914,1.816342,1.8809,1.807462,1.794751,1.797639,1.563766,1.538317,1.872051,1.93292,17
1.710662,1.876174,1.822349,1.593865,1.857101,1.894683,2.231929,1.906715,1.157543,1.621221,1.847004,1.835956,1.903378,1.825764,1.812861,1.818199,1.561914,1.563067,1.891915,1.952826,17
1.772148,1.928628,1.880994,1.679432,1.911094,1.947287,2.294831,1.976175,1.257349,1.685365,1.902704,1.889884,1.964116,1.879012,1.865567,1.868128,1.638128,1.62587,1.945079,2.004055,17
1.776936,1.913367,1.865505,1.694178,1.895845,1.927212,2.297919,1.963289,1.262727,1.675706,1.884741,1.87334,1.950502,1.863961,1.850046,1.851608,1.652455,1.603308,1.924114,1.984685,17
1.69828,1.837057,1.785142,1.613473,1.821623,1.845859,2.230918,1.870531,1.150349,1.59532,1.802076,1.795461,1.867921,1.787221,1.767724,1.770057,1.566958,1.504293,1.844855,1.905149,17
1.741058,1.8853,1.819708,1.607874,1.888326,1.862366,2.233343,1.768245,1.204928,1.665039,1.814472,1.850661,1.851378,1.850843,1.791632,1.808865,1.557204,1.520371,1.878379,1.917526,17
1.682743,1.82977,1.771454,1.604643,1.806864,1.844252,2.256167,1.924027,1.142574,1.593858,1.795736,1.785482,1.85789,1.780434,1.762679,1.769035,1.581178,1.502021,1.836268,1.898818,17
1.826221,1.960823,1.90646,1.727119,1.938366,1.977442,2.331523,2.040343,1.304699,1.725837,1.938258,1.917226,1.988795,1.907102,1.909292,1.906367,1.69612,1.666898,1.974133,2.038104,17
1.705517,1.847328,1.787492,1.597729,1.825311,1.860471,2.228039,1.90644,1.129439,1.60037,1.818481,1.801278,1.870058,1.792041,1.789968,1.788512,1.564764,1.525981,1.858049,1.923882,17
1.708964,1.837983,1.771601,1.601661,1.820361,1.840021,2.227249,1.890797,1.11961,1.606454,1.801791,1.789901,1.840879,1.78302,1.777441,1.772882,1.559214,1.502233,1.84432,1.906683,17
1.707969,1.844508,1.773744,1.603471,1.831627,1.839601,2.225078,1.866842,1.127831,1.628213,1.798638,1.798314,1.828651,1.795414,1.775505,1.775903,1.561021,1.499128,1.847764,1.902808,17
1.702733,1.841088,1.763468,1.604623,1.832609,1.824481,2.231216,1.833021,1.14182,1.643411,1.779582,1.79623,1.803237,1.79975,1.760793,1.769596,1.56969,1.478328,1.834811,1.882318,17
1.706495,1.855622,1.79825,1.598805,1.83121,1.874463,2.242288,1.940451,1.135127,1.601607,1.832769,1.809154,1.88728,1.797506,1.801869,1.798521,1.565875,1.543179,1.870374,1.938567,17
1.693822,1.835181,1.768265,1.605468,1.818882,1.837576,2.233145,1.884684,1.129899,1.618523,1.792594,1.789998,1.832914,1.787732,1.765546,1.769505,1.571563,1.494714,1.839626,1.896061,17
1.813754,1.960277,1.891562,1.740489,1.948747,1.953361,2.357285,1.998469,1.332127,1.773346,1.907797,1.918898,1.939089,1.921758,1.884909,1.895537,1.714135,1.632823,1.958177,2.004099,17
1.690052,1.848389,1.772522,1.599614,1.838424,1.835901,2.244293,1.839122,1.163376,1.651564,1.783598,1.806554,1.815797,1.812684,1.763031,1.781489,1.581123,1.48902,1.840527,1.885963,17
1.689156,1.846608,1.771723,1.60417,1.836534,1.836042,2.238486,1.843808,1.154713,1.649924,1.785574,1.804061,1.816454,1.808936,1.763267,1.778162,1.579249,1.489482,1.841746,1.887887,17
1.802917,1.962618,1.893117,1.709331,1.953472,1.955603,2.331028,1.960648,1.31179,1.765786,1.906984,1.923726,1.934208,1.926181,1.883704,1.898224,1.684183,1.633816,1.962412,2.005464,17
1.706908,1.865478,1.792762,1.597323,1.855597,1.85823,2.23234,1.847343,1.157182,1.65389,1.8088,1.824124,1.837249,1.825513,1.785748,1.798755,1.569108,1.517237,1.865357,1.912678,17
1.692206,1.866538,1.804869,1.590786,1.846363,1.880086,2.257145,1.920642,1.160085,1.62905,1.828345,1.824886,1.879464,1.82006,1.797288,1.80877,1.572833,1.543953,1.875586,1.933352,17
1.708002,1.844805,1.762269,1.625024,1.843158,1.817297,2.213104,1.780149,1.157392,1.672484,1.770794,1.801941,1.784141,1.811445,1.754476,1.767899,1.587356,1.466975,1.83284,1.871144,17
1.705546,1.853402,1.78784,1.595173,1.835374,1.858588,2.243652,1.908306,1.135447,1.618225,1.816201,1.807353,1.857034,1.800686,1.789939,1.790391,1.55961,1.522636,1.861145,1.921484,17
1.681523,1.819819,1.745826,1.610282,1.807485,1.806878,2.214399,1.816305,1.135387,1.624829,1.76217,1.773488,1.800704,1.777974,1.743147,1.751461,1.581612,1.457919,1.811096,1.863658,17
1.697702,1.839234,1.763951,1.6158,1.83095,1.826711,2.217412,1.827065,1.139525,1.648693,1.780518,1.795458,1.805279,1.799598,1.758092,1.766958,1.578688,1.47926,1.836195,1.88234,17
1.714707,1.870592,1.812622,1.589993,1.845482,1.889512,2.245789,1.946542,1.142622,1.607604,1.848575,1.823899,1.901949,1.810699,1.819747,1.816013,1.559845,1.562719,1.885769,1.955531,17
1.82648,1.970128,1.910198,1.718211,1.950268,1.979109,2.346762,2.039531,1.312063,1.739858,1.939788,1.926086,1.982466,1.91773,1.914608,1.913818,1.688478,1.66895,1.979473,2.040078,17
1.718841,1.863475,1.798217,1.591738,1.84538,1.868994,2.230558,1.900696,1.133061,1.618878,1.829468,1.81689,1.867831,1.80765,1.804704,1.801633,1.552613,1.537302,1.873175,1.935794,17
1.699052,1.840058,1.764249,1.60538,1.830132,1.827051,2.239623,1.85646,1.138435,1.639213,1.783018,1.794472,1.808868,1.796408,1.76207,1.768431,1.567722,1.481699,1.836687,1.885857,17
