@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute attr17 numeric
@attribute attr18 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.442429,1.446897,1.49634,1.473213,1.727764,1.059363,1.436025,1.484173,1.970172,1.977769,1.446348,1.489534,2.083434,1.724848,1.473399,1.451929,1.557876,1.457796,40
1.521067,1.503274,1.483976,1.492618,1.767224,1.180953,1.452587,1.571885,2.008584,1.991238,1.453013,1.571471,2.209476,1.706882,1.502666,1.539741,1.568521,1.434776,40
1.880387,1.83701,1.809854,1.853043,1.887751,1.611614,1.781751,1.947724,1.805518,1.839704,1.830374,1.921664,2.085867,1.821165,1.140308,1.923547,1.916522,1.821957,40
1.873718,1.836408,1.836593,1.854996,1.869084,1.604337,1.779913,1.941127,1.78403,1.804858,1.837338,1.91991,2.075434,1.807804,1.116671,1.915556,1.912806,1.831451,40
1.461229,1.517188,1.655742,1.584453,1.685458,1.064369,1.548492,1.494327,1.953196,1.98054,1.577218,1.498518,2.000615,1.761436,1.532469,1.46358,1.666091,1.624293,40
1.509277,1.477405,1.540006,1.506164,1.786898,1.139485,1.466696,1.543617,2.005002,2.02845,1.491996,1.554918,2.137147,1.772249,1.487917,1.511977,1.592598,1.50165,40
1.858363,1.810677,1.797202,1.824303,1.869956,1.579247,1.759234,1.926739,1.790296,1.829789,1.809198,1.892702,2.062707,1.814303,1.10328,1.900082,1.894717,1.805052,40
1.863667,1.82362,1.832729,1.839989,1.854231,1.590801,1.767696,1.92983,1.772764,1.793386,1.827458,1.911417,2.064865,1.802133,1.082489,1.909111,1.902103,1.820272,40
1.427041,1.438313,1.50225,1.466288,1.718947,1.029985,1.435155,1.466402,1.96348,1.976014,1.443849,1.463037,2.06491,1.730818,1.475751,1.432679,1.556618,1.46503,40
1.45694,1.453998,1.479154,1.469535,1.742676,1.084039,1.429188,1.503442,1.981712,1.983701,1.435877,1.502447,2.124482,1.71587,1.489199,1.465276,1.549516,1.44037,40
1.861455,1.825636,1.822726,1.828139,1.861078,1.584484,1.77038,1.931561,1.793202,1.811752,1.817162,1.895177,2.071123,1.818667,1.087239,1.909252,1.900445,1.811094,40
1.883533,1.851829,1.840937,1.859748,1.870454,1.615204,1.794299,1.953114,1.789223,1.805261,1.842668,1.923269,2.087822,1.816852,1.119341,1.930194,1.923743,1.834797,40
1.474425,1.428035,1.479389,1.448171,1.741433,1.083545,1.41739,1.509803,1.945178,1.980727,1.439626,1.506223,2.114191,1.729414,1.417857,1.479774,1.551217,1.450702,40
1.45005,1.429382,1.483434,1.458014,1.738602,1.057729,1.424707,1.488313,1.963287,1.989503,1.440048,1.488688,2.090539,1.733531,1.458063,1.453344,1.552256,1.454198,40
1.864754,1.830824,1.829483,1.837738,1.870508,1.590706,1.77443,1.935112,1.806667,1.823061,1.823727,1.901456,2.075355,1.821678,1.10958,1.910029,1.904332,1.818633,40
1.87667,1.842678,1.831651,1.848465,1.868422,1.605685,1.785076,1.946969,1.790269,1.809117,1.832824,1.91464,2.084237,1.816379,1.106304,1.924067,1.914762,1.824726,40
1.465087,1.483525,1.464507,1.497332,1.734345,1.103517,1.457487,1.522457,1.963403,1.96346,1.447679,1.506022,2.117459,1.707501,1.519457,1.483306,1.575931,1.450754,40
1.428741,1.454481,1.510991,1.480596,1.733815,1.04027,1.446132,1.474182,1.988543,1.989615,1.449734,1.46814,2.078222,1.737867,1.515709,1.432865,1.560972,1.469365,40
1.858509,1.817627,1.824134,1.829071,1.864975,1.578694,1.76513,1.927224,1.786965,1.815385,1.81844,1.89272,2.061961,1.817023,1.094132,1.899986,1.897209,1.816739,40
1.871479,1.844254,1.835504,1.850612,1.862018,1.598825,1.788844,1.943616,1.793447,1.812202,1.834738,1.906065,2.069888,1.815967,1.113639,1.918924,1.917137,1.829963,40
1.448306,1.49765,1.589505,1.541128,1.756363,1.059842,1.498345,1.420054,2.00392,2.0153,1.513782,1.471291,2.070954,1.791175,1.548185,1.443608,1.623934,1.552535,40
1.482452,1.445511,1.463482,1.462717,1.754516,1.107399,1.424303,1.526459,1.966481,1.991212,1.437291,1.52132,2.13576,1.718341,1.46445,1.487821,1.552073,1.440121,40
1.861568,1.826243,1.82108,1.835535,1.874907,1.587156,1.769481,1.931006,1.813413,1.834406,1.819177,1.898067,2.073234,1.821921,1.117514,1.905326,1.900873,1.815233,40
1.866823,1.823726,1.818508,1.835107,1.862686,1.589181,1.771821,1.935783,1.773035,1.805053,1.822711,1.90147,2.067206,1.811902,1.09388,1.909829,1.904798,1.818539,40
1.497256,1.491395,1.5042,1.497993,1.750321,1.127797,1.470676,1.550138,1.971617,1.983767,1.470457,1.522516,2.144445,1.735557,1.504299,1.510311,1.590202,1.479629,40
1.445118,1.436043,1.472807,1.457217,1.735916,1.054786,1.427048,1.488717,1.9648,1.983766,1.432361,1.47894,2.09478,1.728866,1.475536,1.450728,1.55087,1.445786,40
1.854821,1.812506,1.814842,1.816424,1.856189,1.572153,1.760846,1.923633,1.781605,1.808883,1.809201,1.884411,2.060731,1.81733,1.073839,1.900146,1.893055,1.80618,40
1.855197,1.803887,1.801636,1.814875,1.854569,1.569154,1.756546,1.922945,1.758683,1.804916,1.807552,1.883528,2.051439,1.810389,1.068256,1.897131,1.892047,1.805872,40
1.516774,1.495542,1.498297,1.498305,1.769154,1.153918,1.468382,1.567462,1.979779,1.994904,1.470381,1.543243,2.168471,1.739801,1.501379,1.529095,1.589824,1.474418,40
1.482538,1.470734,1.470685,1.480712,1.759272,1.12394,1.43587,1.532946,1.987732,1.98643,1.440365,1.52957,2.153542,1.712449,1.501751,1.492959,1.556457,1.43729,40
1.867807,1.832427,1.834412,1.840864,1.869228,1.591948,1.777903,1.937299,1.790457,1.811959,1.828422,1.902874,2.071883,1.821238,1.104476,1.911103,1.907669,1.825087,40
1.875978,1.847973,1.847549,1.853355,1.86228,1.606158,1.790047,1.945762,1.787875,1.796761,1.839238,1.916306,2.082286,1.815885,1.103242,1.924501,1.917952,1.831552,40
1.425326,1.464262,1.577971,1.517366,1.72157,1.020188,1.483637,1.455525,1.974731,1.994589,1.501328,1.461688,2.021539,1.770047,1.51425,1.424408,1.602936,1.541213,40
1.47246,1.439874,1.480379,1.453594,1.744951,1.092288,1.417617,1.515861,1.962235,1.97982,1.43537,1.511685,2.128166,1.720839,1.43764,1.4808,1.545118,1.440483,40
1.890277,1.840991,1.807688,1.854117,1.889432,1.617183,1.790912,1.958715,1.788645,1.835966,1.83543,1.922779,2.088814,1.828311,1.13689,1.932839,1.925467,1.828334,40
1.858488,1.832369,1.831229,1.844517,1.854265,1.583262,1.779857,1.929259,1.782764,1.803903,1.828557,1.895443,2.05429,1.80967,1.107319,1.903682,1.909055,1.825885,40
1.460406,1.535304,1.584252,1.571682,1.567891,1.095786,1.51563,1.521599,1.847509,1.837716,1.534615,1.502813,2.049707,1.586455,1.476375,1.488367,1.633023,1.55873,40
1.469682,1.452369,1.488922,1.474266,1.751847,1.100672,1.425349,1.513679,1.978044,1.983964,1.444369,1.521219,2.130958,1.717398,1.471858,1.476326,1.550708,1.448092,40
1.824651,1.810149,1.826506,1.837715,1.776059,1.542884,1.759375,1.897147,1.605783,1.62956,1.818603,1.865977,2.139561,1.722253,1.213651,1.862251,1.887838,1.822909,40
1.792835,1.76982,1.794196,1.797119,1.763168,1.494032,1.729447,1.864359,1.590787,1.637773,1.786127,1.822136,2.092841,1.728805,1.170106,1.829432,1.861188,1.796882,40
1.776709,1.767917,1.803606,1.800995,1.768234,1.475528,1.733754,1.846294,1.600896,1.641815,1.787484,1.807146,2.049718,1.743589,1.191292,1.809613,1.861,1.803238,40
1.770085,1.759755,1.831861,1.81806,1.793059,1.475712,1.725319,1.834829,1.624176,1.660579,1.803766,1.826214,2.027396,1.770047,1.187708,1.803921,1.863553,1.822363,40
1.783251,1.773793,1.821242,1.81722,1.761788,1.489763,1.733996,1.853466,1.583834,1.619182,1.802484,1.828189,2.070506,1.732328,1.179271,1.820252,1.868557,1.816804,40
1.797912,1.781291,1.814371,1.815825,1.760475,1.503502,1.740267,1.869789,1.580558,1.622732,1.802911,1.833789,2.088986,1.726113,1.178983,1.834891,1.872957,1.81517,40
1.812021,1.799535,1.819851,1.827743,1.770349,1.522573,1.755676,1.884385,1.593403,1.627367,1.811323,1.84606,2.110887,1.728929,1.206727,1.848236,1.883435,1.820432,40
1.797056,1.787068,1.815742,1.818164,1.765129,1.504055,1.745642,1.868621,1.591678,1.625811,1.802806,1.831929,2.09932,1.730028,1.199399,1.832678,1.874365,1.814211,40
1.840647,1.806557,1.818809,1.830688,1.775209,1.552524,1.758035,1.915049,1.576943,1.626939,1.820074,1.871354,2.153338,1.726043,1.180706,1.88094,1.892967,1.825614,40
1.848065,1.812565,1.816074,1.834927,1.784655,1.564069,1.760827,1.921924,1.589775,1.63529,1.821293,1.881138,2.172683,1.725928,1.195135,1.887586,1.894936,1.823501,40
1.852009,1.826969,1.826875,1.843516,1.786811,1.568863,1.776339,1.926497,1.599181,1.635468,1.828329,1.880437,2.172154,1.732334,1.219462,1.890805,1.903621,1.830896,40
1.855246,1.830278,1.834008,1.850788,1.790306,1.575974,1.776579,1.929344,1.604492,1.636151,1.833876,1.890037,2.177671,1.729317,1.223089,1.893643,1.905226,1.835546,40
1.787443,1.776547,1.816507,1.814888,1.760059,1.49323,1.736324,1.858421,1.582776,1.619326,1.80056,1.827628,2.077218,1.728728,1.180377,1.824099,1.869004,1.813912,40
1.856396,1.834837,1.834792,1.851533,1.789214,1.576468,1.782458,1.930834,1.607188,1.636807,1.834607,1.887487,2.178822,1.731905,1.23101,1.895129,1.908383,1.836199,40
1.796032,1.78183,1.823192,1.822997,1.758394,1.504616,1.739969,1.867592,1.575591,1.614211,1.808987,1.839831,2.081252,1.725634,1.17294,1.835319,1.875674,1.821423,40
1.829856,1.798028,1.808906,1.819361,1.775815,1.539011,1.75089,1.903405,1.588322,1.635976,1.80847,1.858089,2.146629,1.728655,1.183371,1.868601,1.883436,1.814243,40
1.846572,1.811612,1.813316,1.8298,1.786122,1.561653,1.759485,1.920281,1.599654,1.642314,1.816777,1.87719,2.175905,1.728496,1.196431,1.886012,1.891713,1.818399,40
1.817292,1.810284,1.826132,1.832678,1.784331,1.527659,1.76849,1.888845,1.618944,1.648559,1.815876,1.845789,2.120642,1.746704,1.235856,1.851534,1.890839,1.825286,40
1.814297,1.78866,1.804499,1.811124,1.765433,1.520323,1.744202,1.887553,1.584426,1.629973,1.800159,1.842304,2.117063,1.725683,1.173389,1.853313,1.875491,1.807993,40
1.823293,1.795864,1.804853,1.813188,1.77312,1.528853,1.75192,1.896886,1.591002,1.638863,1.803028,1.845848,2.131464,1.73346,1.184899,1.861839,1.881144,1.810232,40
1.806312,1.779617,1.80176,1.806611,1.760946,1.512425,1.734548,1.878951,1.585706,1.630361,1.795537,1.839362,2.11086,1.720119,1.164054,1.845514,1.868396,1.803487,40
1.785438,1.787101,1.835382,1.825131,1.795273,1.48319,1.764567,1.852013,1.652291,1.694759,1.811951,1.812538,1.907037,1.78839,1.214253,1.81726,1.883079,1.8345,40
1.766263,1.751756,1.78955,1.783519,1.758412,1.459937,1.718723,1.835995,1.59264,1.640196,1.773628,1.794302,2.040886,1.738901,1.162279,1.801078,1.848925,1.789878,40
1.803976,1.783237,1.803549,1.807162,1.762734,1.504779,1.744589,1.876936,1.57635,1.626788,1.797247,1.827293,2.099323,1.733426,1.178173,1.841484,1.874494,1.809109,40
1.775319,1.763043,1.802076,1.79852,1.759663,1.47511,1.726452,1.845414,1.59032,1.631665,1.785853,1.809899,2.055858,1.733209,1.173216,1.810395,1.857428,1.800672,40
1.76096,1.753655,1.808655,1.800232,1.770512,1.462731,1.718086,1.828153,1.605394,1.63948,1.784838,1.807438,2.020476,1.745218,1.174105,1.794885,1.850882,1.801346,40
1.791594,1.782176,1.818016,1.818096,1.758762,1.499151,1.740446,1.863124,1.583466,1.616684,1.802654,1.831474,2.077395,1.725158,1.183092,1.828913,1.871449,1.814712,40
1.843916,1.811554,1.822228,1.836738,1.779366,1.560057,1.759789,1.917975,1.584822,1.627737,1.823261,1.879589,2.162085,1.723285,1.189673,1.884026,1.894353,1.826738,40
1.819838,1.791278,1.812644,1.819446,1.768854,1.528133,1.745881,1.892904,1.581966,1.629516,1.808296,1.852423,2.120068,1.725171,1.174711,1.858392,1.879916,1.816581,40
1.835875,1.821246,1.836545,1.849814,1.778137,1.555022,1.771222,1.909277,1.595937,1.623881,1.83079,1.875221,2.14147,1.724016,1.22256,1.873152,1.899475,1.836275,40
1.828489,1.809739,1.850169,1.854469,1.777929,1.54839,1.760898,1.900351,1.589341,1.622291,1.838032,1.880885,2.117322,1.730228,1.195893,1.868495,1.898614,1.846901,40
1.841734,1.818122,1.841385,1.851991,1.777775,1.561778,1.766169,1.915553,1.581904,1.616708,1.835883,1.885858,2.143391,1.723078,1.196735,1.882013,1.901093,1.841433,40
1.850241,1.82199,1.830603,1.845149,1.782746,1.567583,1.77056,1.924657,1.590049,1.629515,1.830753,1.883695,2.169128,1.726498,1.20788,1.889198,1.902008,1.834495,40
1.839385,1.815093,1.828871,1.841317,1.777128,1.556077,1.764448,1.913391,1.586838,1.623447,1.825934,1.875755,2.14482,1.723344,1.199204,1.87847,1.895842,1.83079,40
1.852249,1.819351,1.821986,1.838241,1.785227,1.566871,1.769103,1.926923,1.587228,1.63314,1.82579,1.880319,2.173206,1.730983,1.201852,1.891613,1.900625,1.829174,40
1.850182,1.823442,1.825451,1.8377,1.785439,1.558439,1.780796,1.925096,1.588995,1.640762,1.827256,1.86637,2.140168,1.745086,1.214217,1.888023,1.906241,1.835174,40
1.824063,1.791607,1.809403,1.813641,1.773701,1.522325,1.75554,1.897632,1.576196,1.643159,1.808434,1.83917,2.104876,1.745154,1.17955,1.860896,1.886745,1.821941,40
1.821582,1.786349,1.807076,1.819218,1.770911,1.526872,1.745047,1.894253,1.573336,1.635969,1.809625,1.852043,2.124299,1.729217,1.176842,1.859027,1.882986,1.820022,40
1.812328,1.788947,1.819468,1.821474,1.773303,1.51502,1.75119,1.884575,1.577739,1.632344,1.811958,1.839699,2.120006,1.741443,1.197167,1.847045,1.88454,1.826341,40
1.789473,1.790248,1.868814,1.842023,1.965652,1.491559,1.783814,1.834068,2.092387,2.125196,1.827074,1.82972,1.734326,1.967095,1.255404,1.799228,1.89796,1.853383,40
1.783633,1.791804,1.843675,1.835711,1.964741,1.491015,1.776146,1.835974,2.093143,2.117699,1.811561,1.822116,1.789545,1.956937,1.274568,1.79851,1.891094,1.833959,40
1.906108,1.871669,1.918417,1.909122,1.955508,1.618629,1.85213,1.966005,1.794304,1.856852,1.900691,1.926961,1.861326,1.931509,1.320321,1.930979,1.964906,1.922404,40
2.070034,2.10987,2.2326,2.194522,2.135501,1.82711,2.119665,2.105047,2.273621,2.29178,2.176946,2.131047,1.554019,2.154979,1.57325,2.078751,2.208631,2.212853,40
1.780045,1.773881,1.832031,1.827612,1.783886,1.48981,1.735137,1.847193,1.610289,1.641152,1.809091,1.833718,2.068538,1.748789,1.211411,1.811685,1.869897,1.825272,40
1.77486,1.764433,1.823563,1.815305,1.776511,1.48049,1.726613,1.842607,1.597455,1.634169,1.800912,1.825302,2.07814,1.749768,1.187437,1.809927,1.864654,1.817232,40
1.811812,1.810597,1.830918,1.836541,1.779813,1.520373,1.772412,1.883563,1.605409,1.636235,1.818775,1.839356,2.097975,1.747916,1.242367,1.84519,1.893466,1.831193,40
1.843514,1.809191,1.80957,1.823076,1.781559,1.552489,1.762014,1.918086,1.588805,1.640055,1.813514,1.864704,2.163181,1.735197,1.190401,1.883252,1.892479,1.817951,40
1.819746,1.805482,1.819494,1.82394,1.778724,1.522607,1.768695,1.892564,1.599267,1.645326,1.812796,1.836897,2.108007,1.75098,1.218365,1.854969,1.891925,1.825072,40
1.806117,1.789104,1.808063,1.812642,1.768676,1.507702,1.751556,1.878636,1.586603,1.634552,1.801252,1.828476,2.093199,1.739183,1.194224,1.84203,1.878657,1.813594,40
1.828743,1.795667,1.806522,1.815583,1.774269,1.534955,1.75075,1.902446,1.586808,1.639581,1.806661,1.852914,2.140966,1.731491,1.179525,1.867394,1.883119,1.813792,40
1.77358,1.76448,1.806004,1.801723,1.752408,1.475769,1.726219,1.843967,1.587051,1.62307,1.788029,1.812626,2.052438,1.726051,1.167932,1.810646,1.857928,1.801991,40
1.798427,1.79184,1.821471,1.824016,1.766801,1.50634,1.751401,1.869797,1.597178,1.629452,1.807569,1.833729,2.078848,1.732301,1.204647,1.833525,1.878184,1.819761,40
1.783088,1.774052,1.807862,1.808495,1.752492,1.487803,1.734148,1.854464,1.582449,1.617731,1.793593,1.82093,2.061694,1.722681,1.172742,1.821067,1.864761,1.805832,40
1.814052,1.782906,1.799986,1.806038,1.765529,1.51857,1.738642,1.88721,1.583083,1.633845,1.797006,1.841653,2.122136,1.725682,1.164437,1.853279,1.872384,1.804897,40
1.775208,1.758893,1.803701,1.796668,1.754804,1.472247,1.724468,1.845585,1.580238,1.629591,1.787409,1.808651,2.039446,1.734519,1.154424,1.812055,1.858377,1.804151,40
1.8146,1.793071,1.818944,1.82446,1.763186,1.523421,1.748989,1.887848,1.573278,1.617255,1.811846,1.84951,2.101984,1.723792,1.175233,1.853739,1.882305,1.821703,40
1.813914,1.793007,1.821673,1.825703,1.761966,1.525441,1.74607,1.887174,1.571178,1.609748,1.812643,1.85411,2.116575,1.721957,1.169007,1.855385,1.88172,1.820864,40
1.805395,1.779901,1.800771,1.804426,1.756807,1.508687,1.737264,1.878724,1.574344,1.622779,1.79499,1.833667,2.10067,1.722749,1.157027,1.845634,1.870263,1.804282,40
1.833569,1.800325,1.810031,1.818867,1.769765,1.54174,1.753243,1.908153,1.580139,1.630363,1.81008,1.858972,2.139556,1.726135,1.17013,1.874543,1.885914,1.815804,40
1.774993,1.763077,1.796243,1.791431,1.764143,1.467893,1.732428,1.845275,1.590607,1.641015,1.782134,1.796762,2.051455,1.74861,1.179838,1.808917,1.860057,1.799579,40
1.811255,1.780883,1.804307,1.807085,1.763584,1.511285,1.741903,1.884537,1.568691,1.628944,1.800556,1.834768,2.098979,1.733557,1.159202,1.850082,1.876303,1.812756,40
1.846364,1.821255,1.830924,1.843904,1.776688,1.562104,1.77112,1.921448,1.577354,1.617641,1.830049,1.878061,2.157175,1.725946,1.200122,1.886449,1.902225,1.835087,40
1.856678,1.841354,1.844015,1.860144,1.770543,1.576896,1.789029,1.934507,1.556475,1.587422,1.84326,1.887762,2.152377,1.722083,1.206087,1.900735,1.916827,1.847004,40
1.875897,1.832641,1.811041,1.820372,2.013227,1.566765,1.821192,1.939395,2.07914,2.153033,1.820054,1.847148,1.925331,2.023853,1.257948,1.903591,1.937811,1.838596,40
1.844453,1.852833,1.830674,1.86137,1.989367,1.566818,1.81649,1.919501,2.09382,2.110614,1.827524,1.857916,1.908669,1.969263,1.304724,1.879271,1.930728,1.840295,40
1.77359,1.772247,1.827993,1.808173,1.752255,1.451239,1.762129,1.845283,1.547133,1.628475,1.810116,1.778171,2.021332,1.786572,1.183976,1.811508,1.893042,1.842591,40
1.859498,1.838934,1.824963,1.839522,1.775788,1.57252,1.789668,1.937074,1.574697,1.612047,1.828385,1.873884,2.183514,1.737651,1.207567,1.904565,1.91311,1.829932,40
1.802887,1.800061,1.811862,1.81328,1.755489,1.503225,1.7637,1.877624,1.567352,1.605738,1.801966,1.818133,2.097779,1.741737,1.196015,1.843848,1.88587,1.814027,40
1.805567,1.802029,1.811934,1.811733,1.750205,1.502337,1.768598,1.881579,1.55303,1.59829,1.803219,1.813972,2.088649,1.745561,1.186914,1.848846,1.890379,1.816797,40
1.774195,1.776509,1.812736,1.806744,1.743268,1.470113,1.745849,1.847163,1.554855,1.59703,1.795266,1.798977,2.0405,1.738742,1.175224,1.813982,1.872982,1.813691,40
1.771794,1.776585,1.804791,1.80106,1.763324,1.46802,1.746117,1.84276,1.587216,1.621757,1.786486,1.793968,2.03099,1.753639,1.199024,1.807795,1.866951,1.803125,40
1.863179,1.855955,1.838697,1.851984,1.785286,1.57276,1.814873,1.940604,1.586608,1.624944,1.840668,1.866393,2.167034,1.763137,1.248743,1.906237,1.930586,1.846704,40
1.781273,1.771812,1.807896,1.803037,1.744081,1.478664,1.738074,1.854083,1.557146,1.604731,1.793755,1.809266,2.034278,1.73254,1.148511,1.822757,1.869294,1.809848,40
1.791236,1.793961,1.815403,1.817308,1.755664,1.495398,1.755836,1.864652,1.570854,1.59995,1.801049,1.818086,2.095059,1.735014,1.207291,1.829947,1.879472,1.81342,40
1.782235,1.791317,1.814373,1.814206,1.76398,1.483187,1.758164,1.854155,1.586723,1.61472,1.797038,1.805657,2.058186,1.750221,1.219955,1.818622,1.87731,1.811905,40
1.779104,1.77833,1.850481,1.840007,1.788504,1.485272,1.747686,1.845634,1.604957,1.644907,1.82412,1.831195,2.037958,1.769871,1.217927,1.810735,1.883718,1.84684,40
1.784152,1.780345,1.825934,1.822244,1.767337,1.483572,1.749454,1.855128,1.570063,1.617852,1.809083,1.815809,2.064506,1.750908,1.205432,1.81762,1.880211,1.829568,40
1.799182,1.7941,1.815877,1.816697,1.766207,1.497725,1.761558,1.872131,1.575756,1.621322,1.804962,1.816594,2.083903,1.750097,1.210805,1.834895,1.885089,1.820899,40
1.819148,1.816523,1.84264,1.847952,1.768483,1.52617,1.780396,1.893601,1.563721,1.606592,1.832693,1.844771,2.098674,1.743261,1.230711,1.854857,1.906111,1.848966,40
1.934552,1.936383,1.904008,1.926592,1.850792,1.655333,1.898022,2.011715,1.650244,1.684591,1.910528,1.927697,2.237356,1.823978,1.386717,1.971478,2.001876,1.917209,40
1.864628,1.875788,1.869248,1.881717,1.79669,1.574141,1.843493,1.941946,1.592209,1.628713,1.86552,1.865495,2.147443,1.784666,1.317248,1.901942,1.953415,1.879734,40
1.809585,1.804629,1.820745,1.826641,1.744253,1.522402,1.757043,1.885067,1.558758,1.582098,1.810458,1.845078,2.114625,1.712505,1.175645,1.855252,1.885612,1.816366,40
1.788029,1.780241,1.812343,1.810052,1.744267,1.497237,1.734547,1.860843,1.571489,1.596582,1.795965,1.830417,2.092538,1.717196,1.153822,1.833146,1.867795,1.803914,40
1.770613,1.768733,1.811174,1.804091,1.745133,1.475342,1.728578,1.841797,1.576291,1.602699,1.789737,1.813349,2.052946,1.726084,1.156146,1.813086,1.860599,1.802033,40
1.757105,1.756081,1.812747,1.800374,1.758838,1.458392,1.720874,1.825596,1.587412,1.61809,1.786591,1.803503,2.033817,1.746081,1.16164,1.796673,1.855242,1.803033,40
1.760378,1.759722,1.804407,1.795199,1.747846,1.458684,1.724923,1.831209,1.56776,1.601991,1.782592,1.796965,2.045226,1.737687,1.157377,1.800981,1.856621,1.798516,40
1.837887,1.819671,1.816577,1.827722,1.764142,1.546941,1.773698,1.91468,1.562848,1.602909,1.816722,1.855524,2.156407,1.731148,1.191634,1.881849,1.899695,1.821581,40
1.82319,1.809138,1.820779,1.828337,1.750825,1.534723,1.761454,1.899593,1.551082,1.585147,1.815303,1.853309,2.125721,1.717468,1.168082,1.869019,1.891732,1.821233,40
1.757345,1.753582,1.797502,1.786685,1.743997,1.451445,1.721121,1.828305,1.56451,1.605255,1.776768,1.788921,2.038035,1.738429,1.147131,1.798132,1.852998,1.793747,40
1.774378,1.775915,1.809341,1.804546,1.741975,1.474558,1.739703,1.847567,1.555261,1.588535,1.791448,1.804998,2.064803,1.731035,1.167705,1.816448,1.868426,1.805936,40
1.823008,1.798453,1.799088,1.802835,1.756458,1.520589,1.759936,1.899425,1.55511,1.612125,1.799506,1.829886,2.125152,1.74111,1.156608,1.868369,1.88777,1.808271,40
1.804559,1.796656,1.815103,1.821016,1.752482,1.512943,1.753127,1.878867,1.564263,1.596598,1.805758,1.836057,2.108813,1.721171,1.185747,1.845676,1.88142,1.814718,40
1.823349,1.806031,1.81494,1.824422,1.760469,1.535243,1.757373,1.898381,1.570078,1.603468,1.810422,1.853703,2.137316,1.719876,1.180478,1.866064,1.886681,1.815188,40
1.775578,1.762854,1.793896,1.789802,1.7504,1.47322,1.725316,1.847465,1.571229,1.613054,1.779387,1.804303,2.073953,1.730325,1.156617,1.814869,1.856226,1.792381,40
1.777197,1.770769,1.811971,1.806257,1.754322,1.473154,1.739535,1.848997,1.561132,1.610061,1.79572,1.804872,2.053543,1.742737,1.176101,1.81412,1.87036,1.814734,40
1.920501,1.94465,1.997218,1.983688,1.945229,1.639683,1.936966,1.98296,1.797467,1.83787,1.968921,1.936385,1.859576,1.964011,1.42605,1.949826,2.037129,1.999654,40
1.98546,1.975731,1.918848,1.953609,1.874777,1.718831,1.924673,2.064749,1.668769,1.693187,1.935059,1.981053,2.304426,1.825125,1.403872,2.027221,2.027359,1.930585,40
1.798058,1.770254,1.806224,1.789408,1.775431,1.470992,1.758115,1.870254,1.559464,1.659324,1.799183,1.786433,2.052355,1.80135,1.16575,1.835549,1.889402,1.8277,40
1.759514,1.751717,1.799913,1.786491,1.74988,1.444919,1.728158,1.830335,1.556844,1.617876,1.781773,1.779458,2.035765,1.756015,1.157995,1.796869,1.86079,1.805196,40
1.765223,1.765891,1.802054,1.795423,1.77907,1.45708,1.74016,1.833816,1.603208,1.646249,1.782371,1.786282,2.003487,1.771224,1.202268,1.796907,1.861625,1.802563,40
1.84013,1.845105,1.833888,1.844076,1.773151,1.552222,1.80247,1.916098,1.598253,1.618375,1.828462,1.853098,2.150996,1.752875,1.245361,1.884555,1.916714,1.832928,40
1.759708,1.78233,1.818049,1.807536,1.748197,1.465834,1.744958,1.830673,1.591364,1.595267,1.789073,1.799682,2.030024,1.747822,1.180633,1.806759,1.867224,1.80024,40
1.755193,1.74508,1.796388,1.78535,1.766266,1.446723,1.716006,1.823762,1.579044,1.628532,1.775445,1.787317,2.026878,1.756117,1.16115,1.789847,1.849132,1.795615,40
1.819033,1.795233,1.831256,1.832215,1.766864,1.528528,1.751646,1.892244,1.564323,1.612759,1.822162,1.857826,2.119083,1.73396,1.169124,1.860825,1.890416,1.833533,40
1.759299,1.75245,1.815481,1.801225,1.781747,1.452265,1.727844,1.825826,1.60025,1.650532,1.790279,1.795322,1.965194,1.774864,1.173371,1.791984,1.859136,1.814078,40
1.785733,1.793421,1.832798,1.830605,1.747264,1.490942,1.7579,1.859169,1.554747,1.586361,1.814234,1.821164,2.065327,1.733081,1.19829,1.825484,1.886272,1.831192,40
1.763231,1.756087,1.817695,1.806727,1.778063,1.464925,1.721595,1.830399,1.594577,1.632401,1.79287,1.81135,2.061684,1.759031,1.182582,1.798131,1.85889,1.811102,40
1.843601,1.84213,1.841545,1.856633,1.765326,1.559604,1.796279,1.920829,1.566513,1.592681,1.838031,1.867188,2.139248,1.729,1.235698,1.885461,1.916798,1.844458,40
1.827388,1.833205,1.883005,1.878183,1.809089,1.539272,1.802994,1.896723,1.622726,1.660215,1.862629,1.863877,2.081717,1.7963,1.276491,1.861554,1.929479,1.883194,40
1.797603,1.784749,1.847585,1.838366,1.780705,1.507953,1.745874,1.866319,1.596247,1.636034,1.825926,1.850262,2.092354,1.755677,1.192328,1.835857,1.886658,1.842323,40
