@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
2.564656,2.165665,2.147457,1.52238,2.067214,2.174141,2.143044,1.784372,2.172071,2.084639,1.381569,1.812052,41
2.649262,2.235958,2.21237,1.579711,2.147722,2.252534,2.208605,1.83286,2.231535,2.149827,1.449397,1.857202,41
2.561836,2.134457,2.116836,1.485255,2.046654,2.145541,2.12391,1.756274,2.142047,2.06655,1.365118,1.769872,41
2.654771,2.21862,2.198839,1.570005,2.141689,2.239224,2.185973,1.825443,2.210272,2.133587,1.438119,1.863674,41
2.53603,2.126654,2.115191,1.467909,2.029221,2.124495,2.103233,1.741173,2.136104,2.046359,1.380551,1.770322,41
2.561555,2.146207,2.12279,1.490832,2.058669,2.15974,2.138327,1.760681,2.15357,2.08221,1.360715,1.759293,41
2.599825,2.183048,2.173294,1.528483,2.090881,2.186098,2.153609,1.794505,2.183449,2.094614,1.462925,1.8404,41
2.567985,2.157011,2.149545,1.504794,2.055298,2.149541,2.119168,1.769938,2.161699,2.064208,1.430143,1.823518,41
2.525296,2.111763,2.102484,1.459448,2.018702,2.111188,2.089558,1.737066,2.121992,2.03439,1.366813,1.770647,41
2.602538,2.185148,2.172264,1.548605,2.109184,2.200543,2.157172,1.804462,2.18082,2.101252,1.428798,1.85118,41
2.493288,2.064221,2.071845,1.512725,1.993907,2.076767,2.057073,1.764123,2.079635,1.996726,1.412127,1.839321,41
2.580838,2.129557,2.137159,1.532257,2.069972,2.147917,2.108172,1.80185,2.128397,2.05053,1.460887,1.890685,41
2.483826,2.199867,2.219461,1.75496,2.164487,2.200416,2.28898,2.0148,2.242971,2.231979,1.698736,1.973127,41
2.490307,2.101039,2.094891,1.449297,2.00349,2.094395,2.076493,1.724589,2.112138,2.018194,1.342702,1.767735,41
2.42666,2.082152,2.097888,1.215757,1.983111,2.050271,2.080573,1.629767,2.072751,2.003211,1.31748,1.647044,41
2.563673,2.165145,2.156934,1.471271,2.066668,2.164885,2.132606,1.761043,2.163325,2.070385,1.395695,1.811338,41
2.550343,2.12728,2.113769,1.49611,2.04484,2.145088,2.11658,1.764505,2.13336,2.056579,1.368959,1.799262,41
2.602227,2.206242,2.185769,1.538201,2.104828,2.214383,2.179063,1.8024,2.207284,2.117156,1.425933,1.830679,41
2.628874,2.208509,2.193894,1.553033,2.119627,2.223365,2.175237,1.817865,2.20335,2.11636,1.441386,1.870152,41
2.521992,2.122434,2.133851,1.401905,2.018405,2.095636,2.058474,1.724172,2.117261,2.011439,1.322073,1.811751,41
2.492347,2.075648,2.071573,1.750658,1.986137,2.072015,2.039325,1.670507,2.059132,1.966518,1.93039,1.738172,41
2.545162,2.060659,2.051667,1.52073,2.011115,2.102622,2.085565,1.756669,2.071368,2.02312,1.373831,1.78801,41
2.557002,2.148052,2.135476,1.49418,2.047606,2.151977,2.120421,1.764339,2.154216,2.06097,1.38247,1.80689,41
2.584806,2.17638,2.159875,1.543338,2.091366,2.196756,2.15324,1.80293,2.176318,2.093865,1.399358,1.847154,41
2.576812,2.161171,2.14664,1.49601,2.066435,2.167156,2.131444,1.76829,2.163186,2.074494,1.3876,1.806618,41
2.642484,2.226662,2.210667,1.559247,2.136778,2.238665,2.189549,1.822939,2.219325,2.131341,1.461725,1.871191,41
2.624154,2.214527,2.197003,1.548122,2.117058,2.224987,2.175983,1.81076,2.210338,2.116546,1.426485,1.858912,41
2.552874,2.144077,2.130531,1.479604,2.043315,2.144567,2.115579,1.755938,2.150264,2.060166,1.381154,1.791208,41
2.62719,2.217675,2.197399,1.5553,2.123939,2.2331,2.186236,1.817713,2.213323,2.126803,1.429551,1.857359,41
2.569532,2.163074,2.14286,1.509388,2.072552,2.177488,2.141618,1.776443,2.166048,2.083579,1.368104,1.804896,41
2.593912,2.195894,2.173086,1.524168,2.104272,2.199826,2.173992,1.784703,2.197991,2.119183,1.436939,1.78536,41
2.624717,2.190954,2.172754,1.533879,2.110576,2.203944,2.175408,1.797016,2.189784,2.118804,1.453015,1.81158,41
2.233885,2.112886,2.134821,1.301846,2.080964,2.074742,2.19343,1.78341,2.130826,2.143876,1.446563,1.657369,41
2.264564,2.053836,2.079022,1.284045,2.036825,2.024145,2.146862,1.711251,2.063939,2.092809,1.475828,1.587689,41
2.276144,1.926923,1.967811,1.510988,1.859793,1.875426,1.949488,1.515651,1.923865,1.872153,1.874122,1.536187,41
2.404887,2.024734,2.028567,1.326089,1.9532,2.031419,2.049834,1.6688,2.034353,1.979353,1.261523,1.677944,41
2.348241,2.076385,2.156428,1.595221,2.135139,2.104678,2.211152,1.958778,2.080394,2.134668,1.655525,1.995833,41
2.044773,1.792117,1.882333,0.615499,1.699773,1.679912,1.806667,1.285722,1.775091,1.712367,1.27566,1.344604,41
2.018356,1.768348,1.856013,0.547999,1.675122,1.665053,1.818222,1.253887,1.754327,1.709759,1.294243,1.284081,41
2.2154,1.395133,1.518632,1.113735,1.319324,1.259159,1.504682,0.669485,1.390439,1.365893,1.597664,0.659199,41
2.414093,1.6452,1.740244,1.447307,1.585171,1.545111,1.439383,1.077241,1.632877,1.6064,1.817975,1.085189,41
2.022268,1.744237,1.835629,0.560678,1.653337,1.633169,1.770884,1.235758,1.730761,1.674351,1.284893,1.286172,41
2.022726,1.76645,1.863605,0.539342,1.684863,1.65553,1.805385,1.267313,1.750345,1.705095,1.303246,1.313477,41
2.188162,1.361439,1.504744,1.130521,1.306689,1.236793,1.482245,0.694815,1.352372,1.332597,1.602966,0.768932,41
2.239659,1.353518,1.489133,1.159032,1.302772,1.237254,1.478367,0.657638,1.343469,1.332802,1.627841,0.699493,41
2.061402,1.790062,1.875092,0.619911,1.693103,1.667705,1.793311,1.262951,1.773888,1.709383,1.302877,1.303662,41
2.072987,1.811689,1.887483,0.617048,1.705617,1.696777,1.820985,1.269182,1.793794,1.731348,1.291283,1.298361,41
2.21765,1.36945,1.493724,1.15022,1.299983,1.250509,1.46792,0.607515,1.352909,1.322378,1.599716,0.663868,41
2.225429,1.390401,1.502294,1.13458,1.29928,1.264751,1.476837,0.573503,1.377769,1.330675,1.595082,0.597778,41
2.027778,1.761286,1.832603,0.69305,1.698971,1.684924,1.830348,1.234768,1.739639,1.722333,1.411753,1.210192,41
2.013116,1.690243,1.769727,0.691886,1.661552,1.630076,1.77701,1.213825,1.669294,1.675738,1.36304,1.19374,41
1.993017,1.734995,1.808447,0.707976,1.692001,1.667193,1.816444,1.237589,1.715545,1.714445,1.394929,1.200341,41
2.256767,1.429465,1.533581,1.162061,1.336022,1.302011,1.536865,0.65375,1.426625,1.39642,1.635254,0.568783,41
2.264492,1.92853,1.994898,1.220754,1.957843,1.922363,2.039595,1.601351,1.909289,1.943994,1.355224,1.577752,41
2.017717,1.723149,1.811346,0.600258,1.641337,1.628266,1.77438,1.2094,1.706421,1.665224,1.323862,1.247693,41
2.224815,1.801137,1.888931,0.826623,1.867329,1.790117,1.880565,1.586773,1.768908,1.810541,0.850994,1.68217,41
2.274421,1.308534,1.474385,1.231186,1.328538,1.222424,1.494852,0.823431,1.305978,1.354313,1.674103,0.88122,41
1.96959,1.664923,1.723168,1.023075,1.571281,1.572724,1.728251,1.333039,1.730802,1.658262,1.316083,1.304759,41
2.034746,1.763384,1.867221,0.641319,1.670332,1.646437,1.7887,1.269674,1.744453,1.687221,1.344127,1.357363,41
2.027709,1.747295,1.83978,0.578,1.665562,1.647539,1.796618,1.240846,1.729549,1.687153,1.328838,1.290191,41
2.061151,1.387206,1.473929,1.332019,1.41827,1.379986,1.597487,1.170027,1.457147,1.508989,1.417955,1.084667,41
2.247637,1.362026,1.491928,1.127864,1.299499,1.230735,1.438287,0.681436,1.350976,1.322331,1.523982,0.743141,41
2.225697,1.847367,1.933476,0.665511,1.897994,1.822291,1.979775,1.549984,1.831713,1.904207,0.981429,1.500654,41
2.135346,1.539256,1.626328,0.898081,1.595161,1.531595,1.719792,1.364524,1.586127,1.646319,0.953739,1.310086,41
2.016564,1.756544,1.847789,0.593202,1.667047,1.652017,1.800745,1.243191,1.738588,1.694638,1.317597,1.288313,41
2.012753,1.749219,1.843266,0.602609,1.680819,1.66314,1.825672,1.256732,1.731127,1.706284,1.343127,1.285516,41
2.243224,1.398626,1.515711,1.131136,1.330018,1.276196,1.522805,0.683637,1.392793,1.385999,1.603021,0.631122,41
2.228967,1.628911,1.735567,0.972989,1.646441,1.569114,1.763712,1.200892,1.614904,1.672397,1.377417,1.150562,41
2.04161,1.776936,1.87276,0.63833,1.675261,1.646904,1.782624,1.259076,1.762077,1.693597,1.312854,1.319999,41
2.025076,1.772774,1.863399,0.567349,1.689184,1.680889,1.834979,1.273407,1.756965,1.718325,1.311698,1.308192,41
2.267117,1.408629,1.50713,1.125218,1.295268,1.287032,1.478875,0.570769,1.388158,1.341204,1.535396,0.602997,41
2.261776,1.404768,1.49673,1.119919,1.310968,1.290737,1.505174,0.589249,1.394703,1.369699,1.550401,0.49729,41
1.984062,1.662034,1.707992,1.10337,1.693335,1.681881,1.83001,1.520057,1.722965,1.768828,1.043195,1.438409,41
2.307979,1.462423,1.551218,1.15722,1.341142,1.326547,1.48999,0.649447,1.443255,1.380309,1.509216,0.65588,41
2.264452,1.330919,1.447296,1.123741,1.283692,1.237577,1.460412,0.61263,1.316862,1.324232,1.54183,0.606766,41
1.99029,1.751161,1.833926,0.565083,1.670432,1.649981,1.812303,1.249142,1.733494,1.697414,1.317565,1.278094,41
2.021656,1.764971,1.860473,0.558127,1.698238,1.681183,1.839415,1.285917,1.747249,1.72092,1.316644,1.322626,41
2.253592,2.420553,2.39405,2.082032,2.460518,2.418512,2.548884,2.291109,2.440158,2.388003,2.286275,2.335676,41
2.259135,1.358966,1.48232,1.142891,1.281486,1.236173,1.443758,0.60661,1.343444,1.309386,1.560634,0.674162,41
2.245975,1.566108,1.674693,0.991706,1.612223,1.525054,1.725777,1.161468,1.547248,1.633124,1.358976,1.123141,41
2.010202,1.742724,1.845587,0.598328,1.665754,1.642763,1.799153,1.25734,1.726278,1.684398,1.338729,1.319437,41
2.024166,1.751156,1.843867,0.545261,1.697174,1.679182,1.831477,1.285215,1.731872,1.715673,1.297243,1.317392,41
2.253979,1.325643,1.450456,1.118065,1.262298,1.21335,1.404301,0.630579,1.30808,1.284013,1.477819,0.732321,41
2.29365,1.615978,1.69902,0.970631,1.612,1.573238,1.687828,1.118691,1.57965,1.607899,1.232607,1.136315,41
2.033941,1.77114,1.867998,0.604237,1.676437,1.657564,1.798778,1.265554,1.752903,1.697265,1.317766,1.333888,41
2.017335,1.761827,1.854929,0.583181,1.677106,1.663167,1.825517,1.257064,1.746927,1.708422,1.332347,1.292056,41
2.239613,1.341724,1.473053,1.152125,1.264744,1.231795,1.424124,0.57382,1.318835,1.270166,1.577676,0.730707,41
2.218947,1.898932,1.9759,0.614584,1.903683,1.84767,1.989013,1.522528,1.879458,1.911193,0.980224,1.481065,41
2.034333,1.778488,1.863605,0.568027,1.68484,1.669077,1.832608,1.245148,1.762872,1.724253,1.341767,1.257117,41
2.039056,1.785489,1.8732,0.561892,1.707626,1.692122,1.841752,1.276801,1.765811,1.730392,1.317705,1.304891,41
1.945718,1.630746,1.756356,0.838282,1.59551,1.528058,1.718523,1.298671,1.657172,1.617832,1.410275,1.366646,41
2.292298,1.423868,1.509002,1.171672,1.307448,1.311973,1.454168,0.494451,1.391187,1.319096,1.54318,0.573101,41
2.301885,1.417432,1.50395,1.202303,1.310881,1.308562,1.449448,0.48542,1.385839,1.308864,1.590182,0.599384,41
2.04324,1.796763,1.873864,0.56604,1.696933,1.68136,1.846567,1.247036,1.78422,1.744706,1.335253,1.227432,41
2.041877,1.780477,1.863988,0.57207,1.684246,1.67128,1.82631,1.249056,1.764038,1.724483,1.337132,1.263124,41
2.253341,1.346053,1.481734,1.235558,1.324484,1.266883,1.346632,0.764774,1.335033,1.344671,1.634112,0.837405,41
2.308849,1.920987,2.026302,0.8696,1.996657,1.920905,1.983225,1.723635,1.905801,1.996276,1.106648,1.718632,41
2.293909,2.496539,2.490017,2.024298,2.553568,2.476739,2.64037,2.310422,2.491883,2.474118,2.376654,2.327922,41
2.278674,1.677897,1.752224,0.951828,1.648393,1.62416,1.749954,1.134383,1.645487,1.660154,1.278515,1.106364,41
2.010167,1.747518,1.853514,0.604461,1.674071,1.644989,1.808192,1.263172,1.730507,1.692238,1.358319,1.323632,41
2.068783,1.795458,1.868929,0.624787,1.737313,1.727105,1.873433,1.285813,1.771145,1.762171,1.363539,1.26582,41
2.338372,2.531762,2.529796,2.086774,2.583642,2.526541,2.669109,2.364301,2.522661,2.49356,2.394032,2.422375,41
2.244101,1.412313,1.525182,1.162227,1.360223,1.304594,1.563652,0.741551,1.411623,1.42522,1.625063,0.628621,41
2.251597,1.430203,1.516846,1.136423,1.323303,1.31593,1.483978,0.528066,1.404463,1.343439,1.549942,0.540475,41
2.588565,2.01247,1.79042,1.654026,1.957744,1.987226,2.001946,1.972693,1.753283,1.674372,1.618987,2.036389,27
2.543355,1.973203,1.741662,1.557527,1.919817,1.95266,1.964526,1.911715,1.695181,1.613652,1.552521,1.985347,27
2.465304,1.921542,1.700736,1.517504,1.87583,1.893907,1.95363,1.895825,1.653586,1.593139,1.574787,1.943472,27
2.41436,1.858468,1.618981,1.691329,1.87866,1.890039,1.952809,1.923575,1.586266,1.592976,1.688042,1.946088,27
2.497647,1.860049,1.614728,1.647587,1.874164,1.893716,1.955641,1.94914,1.600181,1.60571,1.577807,1.965081,27
2.449568,1.868265,1.634151,1.61016,1.868635,1.88309,1.957021,1.936885,1.607491,1.602362,1.585244,1.956352,27
2.428159,1.834138,1.614478,1.569575,1.86359,1.849034,1.955507,1.925039,1.56244,1.59481,1.613343,1.933721,27
2.400738,1.832303,1.613603,1.572228,1.851685,1.839152,1.948266,1.912457,1.561723,1.582787,1.628989,1.923375,27
2.454881,1.817307,1.588339,1.561362,1.836044,1.834141,1.926305,1.890866,1.540326,1.557291,1.595923,1.908665,27
2.400522,1.835825,1.630937,1.535218,1.875208,1.843528,1.96382,1.911888,1.552372,1.597229,1.646709,1.922669,27
2.383272,1.830426,1.625126,1.539875,1.856813,1.825732,1.954498,1.908688,1.556328,1.588065,1.654782,1.915511,27
2.485451,1.853769,1.62843,1.521834,1.856914,1.86412,1.936884,1.879932,1.569171,1.56633,1.57761,1.914741,27
2.449141,1.822847,1.592208,1.571849,1.825307,1.826125,1.921835,1.895834,1.55795,1.557747,1.60256,1.910762,27
2.425853,1.839487,1.632353,1.559851,1.844402,1.830127,1.929295,1.917761,1.571866,1.563562,1.627082,1.959305,27
2.57202,1.979515,1.75931,1.625362,1.942888,1.978845,1.983904,1.945355,1.705502,1.630337,1.619645,2.035335,27
2.441715,1.867026,1.643721,1.547641,1.839255,1.842553,1.931758,1.899269,1.609552,1.57424,1.60192,1.923252,27
2.546976,2.013607,1.775133,1.716729,1.982412,2.026195,2.030802,1.991729,1.756851,1.690954,1.625092,2.043972,27
2.512697,1.86315,1.635446,1.617713,1.840716,1.856041,1.907781,1.89859,1.597906,1.547345,1.663115,1.960166,27
2.445668,1.849301,1.64491,1.529765,1.828026,1.823825,1.916567,1.882531,1.575926,1.540614,1.642602,1.940467,27
2.460422,1.990138,1.771948,2.089185,2.006418,2.008657,2.082973,2.120339,1.773201,1.764447,2.192587,2.140118,27
2.49212,1.959327,1.741176,1.950819,1.992659,1.981112,2.071792,2.127153,1.7472,1.755687,1.886622,2.132269,27
2.378052,1.866423,1.632668,1.912017,1.838527,1.856519,1.973653,1.983231,1.651648,1.625319,1.976759,1.980775,27
2.526786,2.069506,1.868021,2.180174,2.092208,2.084553,2.207503,2.229716,1.881524,1.907103,2.285983,2.207235,27
2.479801,2.040174,1.824797,1.94432,2.024566,2.036356,2.135624,2.149139,1.840346,1.81869,1.896072,2.141823,27
2.459155,1.934657,1.723658,1.781655,1.975295,1.95809,2.062978,2.114663,1.713273,1.744245,1.714427,2.117768,27
2.436774,1.820569,1.606288,1.599936,1.807552,1.790378,1.887066,1.882988,1.559528,1.52406,1.706881,1.926653,27
2.38676,1.8798,1.678224,1.585399,1.879117,1.862858,1.943079,1.860803,1.586257,1.561891,1.76421,1.918317,27
2.598918,1.98537,1.768185,1.772465,2.023593,2.023435,2.050788,2.01051,1.703687,1.718116,1.845294,2.063481,27
2.491298,2.103961,1.939802,1.934788,2.16868,2.114749,2.225224,2.159175,1.841449,1.907366,2.219036,2.167396,27
2.5701,1.971282,1.773253,1.603996,1.949387,1.944909,1.991536,1.942979,1.695671,1.645419,1.754634,2.021633,27
2.487278,2.125112,1.982556,1.802971,2.153151,2.092767,2.227727,2.155607,1.872342,1.903711,2.030242,2.175209,27
2.60411,1.968864,1.752963,1.687831,1.941889,1.951902,1.977841,1.965284,1.708977,1.645935,1.754295,2.03816,27
2.610868,1.95463,1.724869,1.621568,1.920261,1.964106,1.991379,1.916871,1.676397,1.629688,1.682056,1.980626,27
2.370969,1.787314,1.59441,1.642522,1.855724,1.802665,1.93375,1.905826,1.495216,1.556626,1.789414,1.935133,27
2.540951,1.979909,1.809833,1.841107,2.060498,2.006041,2.114486,2.070526,1.700367,1.767689,1.989863,2.102898,27
2.53046,1.973697,1.779108,1.769409,2.028614,2.009774,2.068861,2.020743,1.6856,1.716397,1.877439,2.075359,27
2.473923,1.80304,1.599147,1.514132,1.816367,1.795307,1.893228,1.849215,1.509142,1.508074,1.664443,1.906088,27
2.454964,1.794802,1.58749,1.526624,1.813485,1.792806,1.887388,1.844294,1.498869,1.500555,1.667849,1.900572,27
2.627863,2.13359,1.957805,1.904341,2.190921,2.157197,2.234734,2.159485,1.866213,1.906287,2.017572,2.181014,27
2.556146,1.938496,1.706352,1.640636,1.875154,1.901706,1.938088,1.906977,1.683913,1.598656,1.703467,1.96021,27
2.60876,2.243438,2.059078,2.227253,2.240607,2.234826,2.297481,2.298424,2.043091,2.003833,2.358769,2.326858,27
2.606057,1.935284,1.696256,1.976826,1.896493,1.931134,1.917522,1.901632,1.647164,1.555815,2.158533,1.998194,27
2.528426,1.982988,1.802926,1.808492,2.044168,2.005385,2.090341,2.040961,1.700065,1.740781,1.945777,2.085647,27
2.445143,1.779315,1.580441,1.525585,1.816062,1.775249,1.891588,1.85263,1.482675,1.507569,1.690633,1.898229,27
2.458452,1.927274,1.734997,1.702818,1.977492,1.942791,2.030761,1.967953,1.637861,1.672174,1.84918,2.004089,27
2.575065,1.954523,1.743457,1.608915,1.918821,1.922754,1.960849,1.919954,1.683729,1.620562,1.721658,1.988833,27
2.461454,1.855749,1.655436,1.511544,1.838639,1.826967,1.913379,1.870242,1.573938,1.53949,1.66299,1.934202,27
2.831841,2.294758,2.145565,2.125867,2.365211,2.323977,2.400437,2.343229,2.044972,2.086469,2.164103,2.381815,27
2.410603,1.811419,1.573883,1.655565,1.801511,1.796956,1.900539,1.898465,1.565609,1.547188,1.693475,1.9028,27
2.426377,1.84693,1.621742,1.624494,1.826937,1.822186,1.914141,1.914732,1.599679,1.563846,1.674469,1.940205,27
2.418571,1.796423,1.580844,1.636924,1.812352,1.78281,1.897693,1.912377,1.541647,1.539197,1.708398,1.93699,27
2.392922,1.849779,1.637825,1.649898,1.888843,1.867038,1.943776,1.924204,1.56666,1.583019,1.73565,1.968835,27
2.435575,1.795866,1.583502,1.585375,1.794188,1.776133,1.889432,1.884183,1.532713,1.516891,1.67604,1.921209,27
2.395089,1.798272,1.590161,1.580544,1.815979,1.785279,1.901293,1.894945,1.530138,1.533011,1.67985,1.927322,27
2.424601,1.80833,1.600337,1.562479,1.818054,1.791521,1.900488,1.889021,1.538764,1.532306,1.670554,1.926951,27
2.397498,1.815482,1.608855,1.574374,1.813841,1.791669,1.905294,1.896426,1.55247,1.536613,1.671797,1.933471,27
2.433936,1.798808,1.583556,1.562092,1.80211,1.788803,1.886853,1.872989,1.524995,1.512599,1.654953,1.917874,27
2.477997,1.844402,1.620962,1.593165,1.828306,1.832587,1.899388,1.890719,1.577292,1.537286,1.652419,1.947291,27
2.398349,1.777899,1.570484,1.590454,1.819755,1.782158,1.904819,1.901716,1.502611,1.535756,1.686374,1.927903,27
2.434301,1.822268,1.603297,1.512825,1.80409,1.796982,1.901216,1.847873,1.54896,1.527422,1.641577,1.874125,27
2.355265,1.804273,1.594035,1.582233,1.833497,1.796741,1.932608,1.89978,1.535598,1.568246,1.695283,1.89909,27
2.489668,1.838543,1.623687,1.56001,1.845697,1.840395,1.909814,1.876587,1.55156,1.538219,1.666173,1.938056,27
2.44856,1.820286,1.628819,1.504366,1.844586,1.807843,1.925559,1.884466,1.532284,1.548051,1.666425,1.929825,27
2.420062,1.875222,1.674785,1.773014,1.943925,1.899036,2.015633,2.033913,1.621915,1.678892,1.822777,2.04261,27
2.422881,1.798427,1.56566,1.572618,1.808445,1.800532,1.891231,1.856051,1.521317,1.522826,1.651516,1.875796,27
2.397678,1.817615,1.611513,1.595575,1.842549,1.810498,1.928146,1.930871,1.555907,1.568952,1.673506,1.956524,27
2.549109,1.928007,1.713239,1.604838,1.902234,1.916803,1.953153,1.919381,1.653539,1.599151,1.690651,1.996579,27
2.521064,1.96294,1.771794,1.548863,1.92252,1.942287,2.002058,1.93058,1.680548,1.627981,1.670501,2.01696,27
2.448774,1.884467,1.674841,1.585929,1.851197,1.868333,1.948509,1.919283,1.620938,1.575398,1.64579,1.97877,27
2.453484,1.852781,1.639572,1.600426,1.824724,1.841547,1.92925,1.901526,1.587033,1.549207,1.666229,1.958221,27
2.448606,1.826993,1.602116,1.670746,1.837247,1.825512,1.921689,1.952257,1.58264,1.574569,1.676798,1.976589,27
2.378248,1.800739,1.571801,1.614899,1.786999,1.777885,1.894463,1.873896,1.546749,1.528907,1.690817,1.882353,27
2.393156,1.79488,1.579576,1.629314,1.797827,1.778179,1.894945,1.900665,1.539015,1.526509,1.699105,1.930565,27
2.39346,1.803783,1.583662,1.669175,1.814481,1.792264,1.902833,1.924964,1.554686,1.54828,1.719333,1.948819,27
2.336504,1.803508,1.595754,1.600862,1.816832,1.79378,1.902891,1.88053,1.52738,1.525525,1.718927,1.921049,27
2.396244,1.79213,1.575871,1.603854,1.798554,1.780272,1.88986,1.890688,1.528652,1.520924,1.682104,1.924686,27
2.389868,1.785419,1.571969,1.596028,1.790867,1.767549,1.881131,1.876219,1.51893,1.509046,1.700401,1.91157,27
2.428433,1.79757,1.582869,1.575448,1.808839,1.787387,1.887448,1.87835,1.525052,1.518112,1.674435,1.918981,27
2.430306,1.809969,1.604753,1.545042,1.813452,1.7897,1.900424,1.881021,1.537536,1.52778,1.665264,1.923423,27
2.398788,1.81187,1.605037,1.569017,1.819402,1.792638,1.903636,1.891988,1.543605,1.536555,1.683624,1.929287,27
2.371935,1.796425,1.602794,1.574719,1.815509,1.770276,1.91135,1.892291,1.527219,1.537133,1.72663,1.920987,27
2.38579,1.809641,1.600849,1.593956,1.836387,1.804468,1.913332,1.909872,1.5402,1.551815,1.690714,1.940921,27
2.422162,1.817558,1.615781,1.537063,1.828086,1.798486,1.909192,1.885553,1.541758,1.538908,1.671415,1.927978,27
2.401703,1.818979,1.626218,1.537465,1.838909,1.797939,1.925412,1.900228,1.544445,1.555224,1.689063,1.935124,27
2.410397,1.820034,1.629817,1.531781,1.833541,1.792524,1.92387,1.894381,1.545755,1.551177,1.69516,1.931413,27
2.427394,1.816899,1.611761,1.545506,1.822062,1.796146,1.90097,1.878397,1.541947,1.530711,1.679322,1.923102,27
2.398567,1.877361,1.678965,1.757481,1.933092,1.889496,2.008128,2.020497,1.625493,1.66771,1.821886,2.031868,27
2.433635,1.820308,1.619016,1.53052,1.826963,1.798717,1.90476,1.873438,1.540233,1.532324,1.683383,1.921804,27
2.447423,1.830339,1.646921,1.497354,1.845551,1.802808,1.929987,1.879696,1.543902,1.551159,1.700345,1.92656,27
2.462388,1.829237,1.623656,1.53912,1.836227,1.814613,1.906574,1.874335,1.547176,1.535392,1.68152,1.926957,27
2.483702,1.894968,1.692019,1.546574,1.861611,1.855942,1.926921,1.890653,1.623749,1.565265,1.683027,1.959032,27
2.440092,1.850785,1.655639,1.513676,1.851006,1.821899,1.92006,1.882483,1.569798,1.551888,1.675706,1.936687,27
2.569178,1.978633,1.795361,1.691128,1.985379,1.956356,1.869279,2.01867,1.721626,1.711876,1.83686,2.065505,27
2.436452,1.811016,1.610887,1.551372,1.824039,1.786658,1.9037,1.884167,1.537327,1.536264,1.699872,1.923485,27
2.542004,1.931144,1.735804,1.953559,2.028235,1.966004,2.084255,2.125271,1.694786,1.770313,1.97595,2.119114,27
2.708863,2.16066,1.93493,2.132235,2.203042,2.229889,2.214264,2.229996,1.897555,1.914406,2.257376,2.286322,27
2.444226,1.841262,1.661433,1.502003,1.870573,1.816444,1.942859,1.900347,1.554052,1.575171,1.703786,1.943278,27
2.434244,1.843734,1.657371,1.530589,1.853355,1.802392,1.927256,1.897041,1.568535,1.565944,1.715778,1.941136,27
2.458522,1.881254,1.681491,1.535184,1.851474,1.839078,1.924865,1.891233,1.612986,1.56058,1.673725,1.951784,27
2.504835,1.902686,1.719129,1.60477,1.91472,1.908655,2.016112,1.952007,1.617735,1.632882,1.737505,2.010066,27
2.527101,1.997764,1.80977,1.577621,1.950433,1.966893,2.028098,1.983993,1.72961,1.6741,1.642417,2.064647,27
2.550795,2.010044,1.817841,1.571525,1.964264,1.994575,2.039776,1.967114,1.73202,1.673122,1.661654,2.057328,27
2.537266,1.994307,1.782382,1.684192,1.915477,1.964415,2.011771,1.992539,1.752642,1.658676,1.675638,2.067404,27
2.627567,1.949565,1.708135,1.780308,1.929382,1.99019,2.000135,1.991265,1.6905,1.644896,1.696586,2.06455,27
2.751366,2.147509,1.925457,1.995466,2.190911,2.236826,2.209477,2.187315,1.877636,1.893071,1.915717,2.261183,27
2.469083,1.941169,1.734231,1.72591,1.845979,1.85054,1.923585,1.932467,1.685732,1.589981,1.898894,2.026232,27
2.464556,1.884768,1.67554,1.656921,1.83584,1.830214,1.910553,1.90095,1.619946,1.558102,1.861269,1.973003,27
2.392233,1.879093,1.69682,1.660381,1.833088,1.80242,1.943475,1.900726,1.631172,1.570849,1.940376,1.948204,27
2.704415,1.510665,1.244398,1.993195,1.555793,1.516785,1.637916,1.60839,1.132353,1.173968,2.073631,1.703129,27
2.639043,1.554135,1.305673,1.867455,1.498391,1.48384,1.5651,1.537772,1.197283,1.103076,1.946772,1.660889,27
2.463333,1.93463,1.736186,1.653256,1.844992,1.853433,1.924443,1.896503,1.664459,1.568253,1.873511,1.995676,27
2.443305,1.906937,1.709049,1.639566,1.826564,1.833746,1.923082,1.873291,1.637688,1.55031,1.896892,1.961741,27
2.5752,1.52978,1.167961,2.046077,1.585104,1.565494,1.653717,1.647502,1.142911,1.127866,2.063123,1.75215,27
2.735281,1.577184,1.293215,1.995967,1.49274,1.522745,1.513658,1.521045,1.22021,1.069371,1.989416,1.671716,27
2.443977,1.904385,1.687381,1.71125,1.809648,1.817611,1.887665,1.895069,1.650253,1.539804,1.893324,1.981878,27
2.561234,1.996407,1.782209,1.77347,1.908358,1.937841,1.970281,1.961918,1.741077,1.63442,1.953323,2.055162,27
2.754352,1.926284,1.607389,2.408451,1.889336,1.885196,1.943299,2.001362,1.635103,1.5848,2.384109,2.143991,27
