@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.889364,1.522906,1.800987,2.462482,1.94551,1.967949,1.842395,1.811191,16
1.569761,1.062278,1.507995,2.697761,1.493737,1.525467,1.481656,1.97904,16
1.495012,1.010784,1.430917,2.636908,1.502525,1.543878,1.458018,1.945702,16
1.879138,1.502134,1.794926,2.433633,1.928088,1.942083,1.8419,1.802341,16
1.882942,1.498878,1.788838,2.448165,1.933737,1.953404,1.832269,1.800899,16
1.511075,1.02306,1.456097,2.668392,1.47188,1.510666,1.450017,1.942974,16
1.479342,1.013097,1.423374,2.653542,1.48705,1.53083,1.442502,1.969396,16
2.040651,1.693408,1.954638,2.566136,2.087561,2.105068,1.993584,1.954437,16
1.888371,1.502143,1.787716,2.435262,1.935593,1.948597,1.825081,1.822595,16
1.509835,1.04634,1.439129,2.63037,1.537316,1.567529,1.460649,1.965447,16
1.51248,1.039651,1.460835,2.696687,1.465127,1.506264,1.442279,1.996062,16
1.883099,1.514551,1.792901,2.445567,1.938267,1.954939,1.82511,1.788716,16
1.879432,1.515147,1.785764,2.445707,1.936473,1.950994,1.812783,1.798085,16
1.468046,1.020892,1.430732,2.656763,1.49995,1.561699,1.485653,1.958428,16
1.481872,1.029664,1.428692,2.648212,1.515359,1.566523,1.477102,1.989154,16
1.530164,1.072081,1.464906,2.664799,1.544951,1.576873,1.485356,2.023694,16
1.481539,1.032058,1.426809,2.649616,1.514831,1.562728,1.468738,1.99204,16
1.875181,1.498443,1.785177,2.451634,1.923394,1.944961,1.821823,1.805558,16
1.88955,1.525694,1.803255,2.468728,1.944635,1.969185,1.844726,1.821931,16
1.48329,1.026595,1.422876,2.642993,1.500678,1.538002,1.444896,1.987204,16
1.598695,1.139153,1.564806,2.803427,1.492122,1.538165,1.518256,2.109115,16
1.936364,1.574611,1.848655,2.495944,1.975411,1.99287,1.876252,1.869701,16
1.984594,1.627485,1.898803,2.536908,2.022261,2.041619,1.927914,1.914259,16
1.521466,1.040293,1.467169,2.688677,1.465265,1.496606,1.443646,2.013538,16
1.489063,1.054591,1.430873,2.640032,1.520208,1.559955,1.461053,2.002526,16
1.874968,1.489316,1.778645,2.432171,1.926587,1.942255,1.818276,1.806548,16
1.877368,1.497117,1.785651,2.450073,1.932748,1.953645,1.82848,1.805419,16
1.494196,1.047551,1.427988,2.62359,1.530784,1.561017,1.457248,1.986534,16
1.501548,1.050052,1.428603,2.631137,1.523608,1.550501,1.441597,1.99092,16
1.8752,1.502232,1.78543,2.448239,1.931306,1.951865,1.827069,1.808743,16
1.877099,1.502463,1.78857,2.4575,1.933551,1.956797,1.830522,1.802335,16
1.498505,1.044438,1.429006,2.630508,1.523966,1.548844,1.443716,2.000561,16
1.500369,1.055629,1.430806,2.601038,1.520733,1.536413,1.438239,1.98227,16
1.875659,1.514319,1.786776,2.454149,1.93137,1.950441,1.816399,1.805928,16
1.882922,1.523829,1.795285,2.460485,1.93905,1.959782,1.824246,1.796769,16
1.525734,1.078438,1.450286,2.635409,1.551804,1.570732,1.451617,1.999152,16
1.49504,1.066519,1.439954,2.672714,1.5048,1.537599,1.427248,2.004153,16
1.883662,1.523368,1.78937,2.446745,1.940576,1.952969,1.809539,1.795503,16
1.882158,1.526684,1.794255,2.460843,1.939655,1.95777,1.817678,1.801055,16
1.529893,1.088769,1.457102,2.629534,1.562691,1.585372,1.464392,1.986419,16
1.749015,1.379667,1.695631,2.638536,1.771678,1.81582,1.711735,1.740571,16
1.879466,1.521498,1.790818,2.457447,1.939032,1.957163,1.818501,1.800127,16
1.881241,1.518065,1.79013,2.451932,1.938094,1.955386,1.816905,1.796314,16
1.510687,1.028466,1.442153,2.634203,1.525979,1.559892,1.475863,1.996849,16
1.504336,1.023953,1.436575,2.649582,1.502358,1.537149,1.45642,1.997803,16
1.902532,1.537494,1.826609,2.46709,1.933798,1.953333,1.876864,1.837834,16
1.892728,1.50566,1.805042,2.462933,1.93337,1.959991,1.850685,1.798065,16
1.538642,1.039125,1.469101,2.680374,1.488806,1.512719,1.446339,2.014597,16
1.524003,1.046227,1.447007,2.622718,1.541463,1.565208,1.477943,2.011737,16
1.530093,1.036342,1.44833,2.633723,1.522747,1.542414,1.457542,2.003085,16
1.887697,1.499577,1.795466,2.44858,1.937869,1.959736,1.846747,1.824043,16
1.885262,1.49965,1.792514,2.449954,1.934666,1.956513,1.838403,1.810481,16
1.629238,1.173875,1.56549,2.717602,1.60714,1.638917,1.579349,2.074585,16
1.524892,1.039649,1.447408,2.63708,1.530256,1.556506,1.471582,2.013096,16
1.893669,1.504869,1.79988,2.446167,1.940648,1.960547,1.849503,1.825323,16
1.897308,1.509278,1.805117,2.459118,1.943608,1.967418,1.857464,1.837067,16
1.504564,1.03888,1.438954,2.634327,1.532234,1.57088,1.48608,1.99747,16
1.503364,1.049849,1.439815,2.64035,1.537305,1.578353,1.485774,2.009497,16
2.138306,1.75106,2.060012,2.550203,2.081218,2.087886,2.030749,1.984448,16
1.900502,1.510725,1.806712,2.453223,1.947904,1.970229,1.859372,1.82908,16
1.890967,1.502331,1.800963,2.459683,1.937099,1.962153,1.852572,1.828628,16
1.504396,1.025378,1.437518,2.633037,1.519909,1.554608,1.469973,1.995482,16
1.48893,1.023303,1.430501,2.652371,1.503014,1.54657,1.463638,1.999728,16
1.8966,1.51179,1.807793,2.458335,1.947291,1.972653,1.860985,1.806793,16
1.907913,1.522937,1.817946,2.456503,1.957593,1.981104,1.863726,1.781649,16
1.492211,1.007118,1.439199,2.658552,1.482871,1.528914,1.461591,1.980656,16
1.476994,1.015104,1.425785,2.655996,1.497736,1.552233,1.468489,1.96874,16
1.89196,1.508929,1.800971,2.459868,1.940384,1.964271,1.850024,1.820038,16
1.892951,1.518762,1.805518,2.467916,1.944874,1.970955,1.853943,1.824255,16
1.525443,1.031026,1.481529,2.694619,1.464903,1.511918,1.477728,1.976899,16
1.591174,1.163595,1.536501,2.70034,1.611366,1.656155,1.57372,2.031914,16
2.010997,1.635729,1.921928,2.54112,2.039606,2.056985,1.956433,1.923516,16
1.893801,1.500777,1.799479,2.448873,1.942651,1.963204,1.846609,1.806656,16
1.518275,1.022251,1.446821,2.639714,1.516953,1.55103,1.477355,1.975593,16
1.511902,1.041083,1.445571,2.577932,1.525333,1.542541,1.481523,1.990381,16
1.893714,1.502525,1.800205,2.435754,1.941733,1.959772,1.8524,1.812925,16
1.888679,1.485566,1.795511,2.446468,1.92334,1.944756,1.835908,1.788364,16
1.518571,1.020798,1.459239,2.682041,1.480006,1.517114,1.46235,2.016043,16
1.492623,1.031339,1.433138,2.64887,1.514519,1.558051,1.473664,2.003514,16
1.902577,1.5199,1.814577,2.472684,1.953025,1.980915,1.872502,1.835912,16
1.902277,1.526312,1.817853,2.481285,1.954831,1.985539,1.874715,1.836793,16
1.498259,1.03044,1.44256,2.651971,1.523889,1.574137,1.496435,2.004935,16
1.635979,1.248748,1.587033,2.73717,1.684667,1.735913,1.657772,2.093073,16
1.89382,1.520178,1.808784,2.45079,1.93863,1.95824,1.858658,1.833825,16
1.884037,1.492385,1.78759,2.443027,1.931942,1.949934,1.832652,1.812456,16
1.506567,1.0189,1.455128,2.671931,1.471885,1.515181,1.466406,1.998826,16
1.482477,1.040544,1.431933,2.651543,1.5229,1.576366,1.485868,1.995314,16
1.870774,1.47503,1.792454,2.489656,1.882476,1.911279,1.826316,1.837685,16
1.915871,1.547305,1.833875,2.494942,1.969505,2.002018,1.892147,1.845235,16
1.987283,1.643741,1.951797,2.70165,2.008756,2.095546,2.027291,1.456173,16
1.993634,1.650027,1.951187,2.678153,2.030498,2.108151,2.027284,1.458453,16
1.996225,1.64628,1.949871,2.67586,2.025384,2.101257,2.023814,1.455388,16
1.852545,1.475751,1.774577,2.483481,1.893227,1.929184,1.815646,1.843267,16
1.75284,1.363999,1.699245,2.629512,1.782888,1.838725,1.743253,1.751687,16
2.046218,1.652114,1.990122,2.720282,1.989921,2.043104,1.992505,1.535338,16
1.985688,1.573179,1.890871,2.622581,1.938974,1.951642,1.865777,1.605441,16
1.6164,1.161614,1.598898,2.71658,1.532389,1.608694,1.595018,1.948165,16
1.889109,1.544156,1.810273,2.497266,1.935812,1.960545,1.830653,1.632947,16
1.908679,1.543468,1.832701,2.508405,1.931724,1.965086,1.864456,1.633354,16
1.925412,1.576622,1.848065,2.501458,1.963862,1.99642,1.885346,1.654878,16
1.918477,1.543458,1.841665,2.390794,1.911455,1.916443,1.820894,2.104706,16
1.942048,1.55039,1.868704,2.44249,1.897984,1.908596,1.824376,1.818876,16
1.883455,1.536929,1.818057,2.517089,1.919337,1.95805,1.848492,1.618893,16
1.884993,1.535986,1.805616,2.508843,1.938395,1.968592,1.841008,1.624515,16
2.051179,1.711201,2.037325,2.675609,2.02733,2.048297,2.021835,1.790287,16
1.921277,1.542711,1.822486,2.470055,1.956127,1.973069,1.851313,1.645332,16
1.88185,1.512785,1.800747,2.48878,1.906804,1.935277,1.824301,1.62806,16
1.886231,1.544457,1.806465,2.507196,1.94174,1.968709,1.834161,1.626279,16
1.899127,1.552363,1.820031,2.510982,1.947376,1.978044,1.851711,1.606501,16
1.883769,1.522218,1.799628,2.501072,1.92191,1.947453,1.827119,1.6269,16
1.902678,1.558274,1.824671,2.515157,1.951605,1.982904,1.859911,1.630938,16
2.023677,1.66247,1.940341,2.319155,2.035843,2.037325,1.936751,2.095933,16
1.890452,1.52645,1.799769,2.489562,1.934703,1.956031,1.823946,1.608412,16
1.878433,1.502934,1.785352,2.472467,1.910361,1.92851,1.801101,1.620686,16
1.962548,1.628992,1.884229,2.555293,2.010939,2.03926,1.917686,1.699392,16
1.90783,1.560414,1.833268,2.520295,1.955682,1.988795,1.874149,1.644679,16
1.901805,1.547681,1.81957,2.503087,1.947325,1.976149,1.855626,1.640709,16
1.91942,1.552702,1.826201,2.492615,1.96111,1.982154,1.860487,1.657672,16
1.891217,1.547366,1.809346,2.508567,1.943088,1.969151,1.837783,1.647521,16
1.947638,1.599351,1.861016,2.52416,1.986249,2.007901,1.88522,1.691515,16
1.886248,1.536917,1.804274,2.503413,1.931319,1.957393,1.830665,1.638359,16
1.914877,1.5534,1.826262,2.491954,1.956008,1.980054,1.860061,1.651687,16
1.926492,1.600169,1.858392,2.544337,1.980541,2.01854,1.901037,1.645651,16
1.933665,1.605251,1.86916,2.562813,1.98347,2.025206,1.917287,1.663436,16
2.14115,1.851115,2.059877,2.448111,2.200324,2.194626,2.049682,2.116531,16
1.918449,1.547104,1.827276,2.481958,1.95151,1.973497,1.857673,1.648596,16
1.917983,1.559755,1.836892,2.506326,1.962599,1.993379,1.880548,1.644429,16
1.877105,1.493051,1.791937,2.474848,1.912621,1.940776,1.831389,1.638875,16
1.919572,1.534698,1.819517,2.482331,1.955975,1.973159,1.856131,1.67554,16
1.988483,1.622287,1.89625,2.541586,2.020739,2.03765,1.927937,1.781158,16
1.881803,1.487259,1.790384,2.463706,1.895352,1.91563,1.810833,1.661965,16
1.914984,1.496383,1.848337,2.504281,1.906845,1.951891,1.888596,1.610999,16
1.883478,1.468907,1.822488,2.53293,1.877342,1.927582,1.865556,1.611146,16
1.911343,1.542171,1.821324,2.499459,1.946363,1.968131,1.849536,1.664467,16
1.928895,1.606208,1.868423,2.567308,1.976708,2.020075,1.911372,1.668187,16
1.888116,1.549664,1.811819,2.519766,1.939687,1.969576,1.839366,1.630205,16
1.836862,1.493488,1.790382,2.52444,1.860563,1.903753,1.809637,2.058645,16
1.882375,1.544827,1.813639,2.523573,1.927598,1.959503,1.836356,1.63869,16
1.870517,1.51252,1.789554,2.493166,1.915804,1.941426,1.805427,1.59809,16
1.879073,1.527308,1.821307,2.549955,1.90357,1.949593,1.854792,1.667263,16
1.870164,1.514613,1.80623,2.520631,1.899029,1.940219,1.837004,1.635234,16
1.924671,1.594969,1.863733,2.565425,1.971202,2.016172,1.910233,1.680866,16
1.911783,1.576771,1.857194,2.562873,1.943574,1.991774,1.897017,1.666411,16
1.863139,1.50957,1.794138,2.521467,1.894349,1.93043,1.818496,1.633006,16
1.879168,1.533141,1.813262,2.524579,1.914612,1.953249,1.84219,1.633585,16
1.892651,1.544847,1.82584,2.528337,1.924434,1.962212,1.857121,1.653665,16
1.850109,1.489351,1.77494,2.496307,1.879929,1.908298,1.785138,1.604681,16
1.883804,1.540608,1.819416,2.541824,1.921414,1.961405,1.85225,1.659705,16
1.856434,1.493155,1.777002,2.487405,1.895494,1.923843,1.799358,1.613392,16
1.872482,1.515781,1.802024,2.514941,1.908678,1.944983,1.834644,1.634361,16
1.865104,1.496618,1.793523,2.50928,1.89374,1.931307,1.827855,1.635598,16
1.86076,1.498721,1.786837,2.509804,1.902474,1.937004,1.820347,1.616698,16
1.859642,1.482796,1.773417,2.472006,1.896981,1.921983,1.797981,1.605945,16
1.870446,1.504206,1.795756,2.507109,1.914645,1.949865,1.838205,1.6274,16
1.87252,1.504067,1.794096,2.488439,1.915098,1.948123,1.827895,1.588285,16
1.972062,1.609984,1.91805,2.452898,1.964878,1.99443,1.907049,1.738472,16
1.920447,1.552742,1.835515,2.513863,1.95571,1.983384,1.871166,1.645885,16
1.976857,1.658682,1.917843,2.593552,2.020489,2.067836,1.971355,1.701149,16
1.914549,1.552615,1.840371,2.520975,1.954661,1.993148,1.891746,1.634383,16
1.945191,1.55684,1.876057,2.552519,1.967554,2.012504,1.943619,1.699413,16
1.947542,1.554709,1.872247,2.540939,1.97078,2.011913,1.938815,1.695057,16
1.911924,1.497902,1.835872,2.50689,1.913552,1.950839,1.886367,1.703395,16
1.922689,1.509616,1.848454,2.52861,1.924118,1.963364,1.903305,1.71548,16
1.936111,1.514589,1.847134,2.508499,1.942669,1.973206,1.902983,1.728118,16
1.917163,1.500698,1.834281,2.498509,1.921703,1.955654,1.885923,1.706683,16
1.919207,1.527704,1.843797,2.530647,1.940953,1.983157,1.902118,1.632736,16
2.089386,1.673763,2.028188,2.526317,2.001659,2.021752,2.016264,2.297292,16
2.219098,1.85889,2.147329,2.617919,2.15545,2.163605,2.106228,2.193011,16
1.8683,1.443168,1.788753,2.505544,1.862488,1.898082,1.821224,1.613818,16
1.976481,1.603528,1.916793,2.596149,2.007533,2.060819,1.997014,1.709755,16
1.907422,1.496645,1.836048,2.526738,1.913353,1.95543,1.892595,1.694403,16
1.865212,1.447561,1.779054,2.473492,1.883475,1.910295,1.821667,1.64281,16
1.961874,1.593696,1.89835,2.582586,1.993031,2.043792,1.972747,1.705188,16
1.940213,1.544279,1.866385,2.547083,1.963297,2.006035,1.935132,1.69988,16
1.937395,1.569407,1.867995,2.552233,1.979314,2.024872,1.939153,1.681195,16
1.923172,1.525299,1.849388,2.54357,1.942111,1.984776,1.91337,1.690718,16
1.884402,1.48666,1.809879,2.520299,1.892773,1.931998,1.852853,1.643769,16
1.943062,1.573755,1.883678,2.574358,1.958278,2.00897,1.942808,1.696918,16
1.954093,1.578884,1.889515,2.580089,1.975395,2.023954,1.955479,1.695008,16
1.936215,1.545852,1.860493,2.535548,1.957751,1.998021,1.922724,1.699358,16
1.889661,1.497843,1.82505,2.523904,1.888914,1.929722,1.865105,2.097947,16
1.950652,1.572693,1.880174,2.548014,1.97592,2.018128,1.942758,1.698942,16
1.975998,1.612668,1.906008,2.569174,2.014515,2.057762,1.977102,1.714691,16
1.91232,1.514369,1.84018,2.540793,1.918089,1.957967,1.889407,1.692902,16
1.971072,1.64266,1.912934,2.606182,2.007409,2.053916,1.965939,1.726368,16
1.897638,1.534006,1.831578,2.522724,1.906753,1.942843,1.854928,1.68841,16
2.010521,1.662459,1.945188,2.598749,2.042241,2.088703,2.013717,1.74165,16
1.904843,1.519122,1.801055,2.449981,1.920146,1.924829,1.791868,1.643783,16
1.965852,1.589099,1.917451,2.472419,1.932238,1.973764,1.924577,1.764433,16
1.614697,1.136952,1.503657,2.235648,1.66602,1.689224,1.554858,1.507644,16
1.625704,1.170478,1.521956,2.253932,1.684021,1.712161,1.573697,1.503965,16
1.116996,0.223515,1.028326,2.445901,1.140332,1.189482,1.074519,1.732831,16
1.09388,0.187305,1.01295,2.442094,1.123482,1.186207,1.061012,1.668449,16
1.636827,1.184249,1.542078,2.281777,1.698088,1.734829,1.609749,1.533723,16
1.615431,1.152907,1.516062,2.264162,1.679637,1.71356,1.57926,1.502366,16
1.103623,0.298855,1.03471,2.43214,1.165786,1.233095,1.124138,1.69296,16
1.113353,0.330619,1.053059,2.333284,1.128345,1.145507,1.111592,1.726418,16
1.624516,1.163923,1.525064,2.258388,1.689288,1.717457,1.593474,1.532815,16
1.623306,1.159852,1.527726,2.273972,1.673545,1.710349,1.583707,1.487767,16
1.099597,0.262274,1.015408,2.42273,1.14636,1.199248,1.061597,1.656901,16
1.274905,0.664504,1.185208,2.494946,1.293541,1.323859,1.195659,1.790346,16
1.589142,1.105792,1.47655,2.204081,1.642643,1.657541,1.522336,1.498382,16
1.602101,1.13588,1.499072,2.25073,1.661851,1.691503,1.551302,1.494724,16
1.118333,0.239061,1.040484,2.468194,1.116808,1.172592,1.083303,1.709527,16
1.110954,0.262908,1.021932,2.432498,1.153919,1.20995,1.080706,1.693224,16
1.621427,1.158097,1.518072,2.25871,1.679184,1.710388,1.577263,1.525434,16
1.626343,1.171032,1.531493,2.283348,1.687304,1.725122,1.597378,1.540683,16
1.100898,0.217582,1.020208,2.443125,1.135048,1.193964,1.077008,1.704816,16
1.106834,0.159387,1.022937,2.456029,1.106738,1.159584,1.05382,1.718799,16
1.597216,1.121329,1.493033,2.249747,1.653524,1.683992,1.548709,1.500795,16
1.597146,1.134667,1.49373,2.252666,1.660968,1.690443,1.54744,1.50871,16
1.112508,0.136709,1.046242,2.49024,1.073452,1.139498,1.062811,1.715635,16
1.100008,0.219222,1.019642,2.455706,1.119289,1.177595,1.062825,1.724636,16
1.601788,1.13527,1.496604,2.238407,1.66204,1.686993,1.55445,1.525058,16
1.592139,1.121466,1.486357,2.244957,1.654332,1.682432,1.541029,1.514879,16
1.102865,0.234164,1.023835,2.43956,1.143843,1.201373,1.089052,1.707254,16
1.106053,0.176901,1.01916,2.455896,1.11015,1.162522,1.048165,1.712653,16
1.603632,1.137572,1.500298,2.25451,1.664274,1.693446,1.56208,1.522038,16
1.601783,1.135005,1.50365,2.261727,1.644494,1.676867,1.547342,1.508245,16
1.097337,0.249029,1.020861,2.436009,1.137225,1.189422,1.07946,1.72,16
1.13284,0.274929,1.032532,2.397964,1.139576,1.156657,1.054217,1.721831,16
1.602236,1.126487,1.493071,2.24296,1.662366,1.689343,1.552715,1.519339,16
1.618437,1.158966,1.515705,2.259369,1.670004,1.699709,1.56379,1.510945,16
1.093314,0.203501,1.017802,2.458947,1.12022,1.182086,1.071377,1.718648,16
1.218073,0.569113,1.145343,2.508512,1.2382,1.289474,1.181513,1.800318,16
1.601428,1.119456,1.489492,2.226598,1.658005,1.679473,1.541192,1.491842,16
1.572093,1.059565,1.46489,2.237602,1.582388,1.605966,1.480764,1.460846,16
1.130198,0.196692,1.0384,2.462729,1.1061,1.145861,1.040613,1.716133,16
1.111999,0.230414,1.018785,2.43394,1.130972,1.17383,1.043926,1.708069,16
1.612499,1.14152,1.507939,2.254726,1.667219,1.697076,1.566385,1.517305,16
1.598918,1.136011,1.494274,2.251708,1.661752,1.690346,1.549452,1.517468,16
1.092195,0.271674,1.022604,2.429982,1.149968,1.213568,1.097469,1.692683,16
1.082536,0.110988,1.015022,2.465716,1.097893,1.17052,1.062003,1.685321,16
1.606498,1.137539,1.499635,2.248775,1.666565,1.694551,1.557419,1.523049,16
1.604278,1.13834,1.500921,2.251529,1.665158,1.694706,1.556269,1.495982,16
1.27874,0.693182,1.211509,2.522046,1.313569,1.361528,1.260717,1.823288,16
1.101485,0.144385,1.017651,2.447335,1.108436,1.164294,1.049892,1.687107,16
1.600541,1.122537,1.491957,2.23933,1.662901,1.689262,1.553529,1.504067,16
1.572556,1.073232,1.465651,2.239545,1.614737,1.642283,1.511427,1.500984,16
1.096542,0.219678,1.01606,2.441388,1.13083,1.189721,1.071489,1.703554,16
1.121892,0.299033,1.036423,2.364882,1.137912,1.152761,1.072952,1.733139,16
1.607762,1.133264,1.499735,2.246348,1.654188,1.67959,1.545722,1.515229,16
1.613657,1.160796,1.512235,2.260222,1.676025,1.706366,1.565371,1.510358,16
1.123496,0.247417,1.026177,2.433383,1.144536,1.187669,1.053917,1.685632,16
1.188953,0.470301,1.130029,2.452353,1.159971,1.240729,1.147203,1.533996,16
1.592511,1.123074,1.481352,2.220671,1.654628,1.673688,1.530401,1.506473,16
1.609416,1.158505,1.506999,2.255019,1.671159,1.699777,1.552909,1.493155,16
1.105572,0.117423,1.030703,2.478026,1.085523,1.146722,1.053492,1.713913,16
1.085585,0.287699,1.024448,2.464582,1.142521,1.222152,1.105566,1.719011,16
1.595148,1.122923,1.490122,2.246197,1.634888,1.658519,1.530646,1.512408,16
1.604693,1.149406,1.499743,2.248967,1.66611,1.692573,1.545479,1.499312,16
1.093768,0.281023,1.014026,2.434364,1.143616,1.194448,1.064442,1.714696,16
1.112542,0.270479,1.02492,2.392137,1.115927,1.133272,1.042037,1.722114,16
1.60168,1.136514,1.498924,2.256904,1.650451,1.679164,1.542721,1.514104,16
1.600563,1.149941,1.497835,2.259944,1.666122,1.695102,1.548566,1.52612,16
1.095264,0.23909,1.011837,2.438313,1.135412,1.189221,1.062048,1.696677,16
1.100284,0.212388,1.015908,2.458895,1.107715,1.156856,1.036328,1.722903,16
1.604579,1.141286,1.495752,2.245224,1.666575,1.690874,1.547861,1.536379,16
1.592904,1.119779,1.482496,2.234051,1.653481,1.676929,1.531574,1.497868,16
1.119405,0.233693,1.022031,2.434767,1.13466,1.174955,1.051745,1.711325,16
1.116633,0.239269,1.022235,2.445805,1.119106,1.156919,1.034441,1.723649,16
1.62138,1.175303,1.524396,2.272142,1.682117,1.714388,1.580689,1.539148,16
1.589072,1.117486,1.476665,2.237462,1.652273,1.674936,1.52759,1.510985,16
1.096312,0.138406,1.023684,2.464175,1.092064,1.153128,1.047869,1.692231,16
1.122966,0.215731,1.026006,2.44881,1.12249,1.159685,1.039685,1.727833,16
1.595367,1.131404,1.48858,2.242962,1.659747,1.685953,1.542469,1.514511,16
1.594922,1.139192,1.492582,2.257052,1.66302,1.692793,1.545112,1.510903,16
1.356219,0.721669,1.290109,2.574451,1.253054,1.290541,1.24541,1.770428,16
1.101769,0.215418,1.013451,2.451092,1.110895,1.158481,1.031494,1.702093,16
1.591111,1.127303,1.482332,2.237971,1.655368,1.678383,1.530196,1.513509,16
1.586873,1.110573,1.469698,2.223118,1.64669,1.663685,1.512856,1.517839,16
1.136058,0.315427,1.035224,2.421617,1.175295,1.215145,1.072698,1.679949,16
1.107281,0.321227,1.028086,2.351025,1.128103,1.136967,1.052249,1.722321,16
1.732289,1.319167,1.642599,2.366245,1.784273,1.815162,1.690409,1.657395,16
1.572712,1.098577,1.462716,2.232147,1.636842,1.65953,1.508646,1.519788,16
1.152238,0.324879,1.110301,2.513794,1.066396,1.134711,1.114172,1.708736,16
1.076938,0.229212,1.020666,2.440512,1.112488,1.181813,1.08682,1.711932,16
1.958719,1.624362,1.914734,2.583442,2.012856,2.061647,1.974032,1.631755,27
1.905279,1.580016,1.863529,2.55149,1.972777,2.025943,1.929802,1.546091,27
1.904014,1.550958,1.840485,2.491638,1.962593,2.00033,1.893574,1.553609,27
1.883189,1.496161,1.83514,2.407432,1.879001,1.916987,1.85564,1.698365,27
1.911277,1.50775,1.856954,2.513671,1.90254,1.947464,1.892732,1.599757,27
1.905504,1.50462,1.845015,2.47245,1.909123,1.947386,1.87838,1.596423,27
1.886675,1.484983,1.820619,2.463989,1.877491,1.906365,1.827475,1.594396,27
1.877239,1.475559,1.810171,2.437451,1.875368,1.90212,1.819437,1.609952,27
1.857826,1.45744,1.796471,2.484837,1.856158,1.890803,1.814005,1.584514,27
1.875486,1.491307,1.810355,2.442176,1.872025,1.895848,1.801965,1.603931,27
1.875051,1.480344,1.800655,2.426305,1.875917,1.894525,1.797072,1.609936,27
1.85721,1.48494,1.803351,2.508564,1.879174,1.920407,1.832037,1.551342,27
1.870438,1.462655,1.800129,2.478371,1.875098,1.904935,1.825289,1.594423,27
1.887704,1.477011,1.803174,2.456341,1.89236,1.919747,1.82208,1.585206,27
1.91951,1.583064,1.876613,2.553303,1.974139,2.033523,1.941435,1.584249,27
1.895802,1.507183,1.817801,2.470488,1.927709,1.95448,1.856345,1.58433,27
1.945429,1.611523,1.921668,2.513711,2.000886,2.059845,1.988946,1.619021,27
1.882795,1.494084,1.807984,2.508382,1.905273,1.944524,1.855643,1.636213,27
1.868491,1.471383,1.781801,2.475182,1.894933,1.923551,1.812364,1.587994,27
2.076862,1.688053,2.013696,2.452091,2.046646,2.069252,2.02864,2.220186,27
2.075394,1.661153,2.002711,2.496999,2.034228,2.054914,2.013669,1.918157,27
1.937986,1.498535,1.85992,2.396534,1.91855,1.932548,1.888519,2.003153,27
2.170636,1.782813,2.110422,2.546273,2.118675,2.125475,2.105791,2.323916,27
2.099654,1.702818,2.031484,2.49848,2.091863,2.111745,2.063241,1.920976,27
2.044444,1.60915,1.959284,2.479586,1.999132,2.023491,1.970032,1.703023,27
1.86839,1.462697,1.773489,2.446354,1.885323,1.905752,1.800161,1.658843,27
1.838041,1.499353,1.78125,2.378806,1.883715,1.910664,1.792155,1.692443,27
1.901914,1.567571,1.861132,2.496763,1.904567,1.949072,1.872835,1.731232,27
2.116462,1.816548,2.070885,2.503465,2.110682,2.120886,2.027324,2.173177,27
1.923683,1.598686,1.854925,2.546442,1.974341,2.011592,1.892518,1.658858,27
2.135329,1.827363,2.060941,2.526628,2.156607,2.157188,2.028611,1.950351,27
1.940253,1.598754,1.872606,2.562829,1.978535,2.020155,1.922869,1.692562,27
1.881561,1.541956,1.841559,2.591065,1.927691,1.981753,1.899243,1.637065,27
1.854586,1.454473,1.782832,2.401728,1.822203,1.839518,1.749412,1.740864,27
1.999671,1.652337,1.942604,2.527724,1.971199,1.983312,1.892379,1.922448,27
1.909755,1.55768,1.865048,2.458426,1.905934,1.937722,1.849065,1.772205,27
1.824518,1.436924,1.747575,2.498715,1.837447,1.867356,1.757991,1.595256,27
1.817129,1.429071,1.743684,2.475833,1.826941,1.858365,1.753086,1.604722,27
2.056279,1.749002,2.018514,2.555439,2.065909,2.080832,1.984386,1.912458,27
1.90784,1.555846,1.840097,2.535931,1.962995,1.998794,1.902624,1.686813,27
2.230194,1.899759,2.171294,2.522878,2.243472,2.248643,2.178388,2.325599,27
1.85452,1.533415,1.823452,2.578654,1.908883,1.980511,1.893021,2.120325,27
1.959918,1.614672,1.90364,2.481458,1.950273,1.968081,1.870405,1.856481,27
1.819358,1.425815,1.739927,2.471899,1.817447,1.841172,1.732254,1.616351,27
1.912707,1.570544,1.858776,2.434404,1.916773,1.937872,1.836913,1.776775,27
1.906275,1.575471,1.841867,2.548617,1.958502,1.995995,1.885867,1.66123,27
1.861872,1.486483,1.778853,2.482753,1.895892,1.924409,1.804663,1.595138,27
2.187557,1.885647,2.153933,2.738542,2.187042,2.202251,2.10988,2.016342,27
1.882622,1.465377,1.798394,2.425738,1.886524,1.905229,1.826732,1.692731,27
1.905638,1.499272,1.815038,2.440071,1.921306,1.943041,1.850495,1.654917,27
1.879733,1.454038,1.784106,2.434167,1.87019,1.887014,1.795839,1.666435,27
