@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.804603,1.155755,1.318229,2.189305,1.889621,1.590981,1.124939,1.02962,1.522193,1.691184,0.479518,1.059556,1.916638,1.685721,17
1.719096,1.634803,1.732727,2.039095,1.839617,1.318036,1.676582,1.544361,1.629379,1.485075,1.287117,1.509053,1.842921,1.480685,17
1.644098,1.614339,1.630539,1.989329,1.75378,1.2326,1.600906,1.505069,1.546029,1.430661,1.183756,1.516822,1.769248,1.450412,17
1.83318,1.127982,1.279803,2.160221,1.888386,1.663576,1.135229,1.099158,1.592784,1.734479,0.5235,1.146194,1.948516,1.735183,17
1.796512,1.09397,1.257843,2.250355,1.854386,1.630594,1.067501,1.027438,1.541329,1.714105,0.356687,1.076284,1.907571,1.712449,17
1.679995,1.631924,1.701038,2.011214,1.804007,1.302372,1.652915,1.531354,1.616888,1.455856,1.252174,1.490607,1.792855,1.444637,17
1.611331,1.61422,1.624247,1.993845,1.720328,1.270464,1.576671,1.511686,1.575382,1.462296,1.15636,1.512899,1.716568,1.470699,17
1.928173,1.322872,1.451156,2.310744,1.997122,1.757132,1.314558,1.243582,1.692618,1.836416,0.831297,1.26825,2.041488,1.82991,17
1.800789,1.502601,1.489782,2.178587,1.971213,1.442163,1.486844,1.412092,1.80733,1.404401,1.023757,1.401911,1.838841,1.403784,17
1.727021,1.628396,1.730185,2.048083,1.846268,1.316138,1.673842,1.539932,1.623282,1.48938,1.283904,1.520507,1.855794,1.494992,17
1.708963,1.62481,1.712333,2.032763,1.829229,1.303835,1.651756,1.534044,1.605567,1.484639,1.257272,1.533072,1.835315,1.502089,17
1.765089,1.101017,1.195775,2.282146,1.811619,1.652425,1.053222,1.076276,1.580801,1.718734,0.318863,1.124326,1.873019,1.718016,17
1.781434,1.154308,1.272111,2.18968,1.863023,1.57953,1.097982,1.035536,1.507232,1.684698,0.41779,1.076013,1.892094,1.685598,17
1.692228,1.619575,1.704673,2.018452,1.816345,1.296421,1.639263,1.527118,1.596065,1.472713,1.241865,1.521664,1.818377,1.489169,17
1.666506,1.612152,1.67389,1.987671,1.788896,1.263593,1.615092,1.504275,1.562835,1.448346,1.207138,1.504082,1.792466,1.466306,17
1.826409,1.090908,1.30269,2.240857,1.896594,1.603295,1.114851,1.029037,1.521085,1.697772,0.488963,1.07569,1.951072,1.706945,17
1.668044,1.617528,1.690028,1.997338,1.794376,1.248069,1.627239,1.515844,1.562009,1.43922,1.22697,1.507738,1.79302,1.456962,17
1.732525,1.157669,1.126232,2.27759,1.777667,1.640313,1.039328,1.136274,1.594139,1.713002,0.278635,1.191838,1.823909,1.720996,17
1.57181,1.33065,1.197162,2.267553,1.596563,1.797058,1.126914,1.344199,1.758998,1.857632,0.542932,1.38835,1.638925,1.854862,17
1.660929,1.609942,1.684115,2.001136,1.786462,1.261867,1.624253,1.516823,1.574817,1.442562,1.22383,1.503279,1.785338,1.45723,17
1.702747,1.624272,1.716716,2.025133,1.827183,1.239763,1.655025,1.531705,1.557129,1.449795,1.268346,1.530156,1.836327,1.478554,17
1.792378,1.104712,1.272466,2.215315,1.867459,1.577496,1.097966,1.033529,1.499281,1.681196,0.447009,1.085539,1.918692,1.695354,17
1.489215,1.363212,1.42165,2.012734,1.64604,1.538262,1.32115,1.293868,1.677839,1.598255,0.827946,1.319545,1.575842,1.611662,17
1.712832,1.622307,1.74029,2.022119,1.839887,1.286143,1.665189,1.547905,1.593802,1.479497,1.287126,1.53267,1.843959,1.502814,17
1.684241,1.602718,1.698553,2.008752,1.807702,1.244107,1.630185,1.507979,1.545006,1.450505,1.237554,1.501227,1.825275,1.478367,17
1.710251,1.302534,1.090502,2.319082,1.762735,1.651094,1.130782,1.302848,1.708739,1.690208,0.508735,1.346555,1.763721,1.701595,17
1.818358,1.13859,1.346368,2.204006,1.906984,1.548231,1.128302,1.034104,1.460687,1.683918,0.533524,1.092125,1.94691,1.708082,17
1.684375,1.60646,1.697574,1.999421,1.809155,1.274651,1.6279,1.519867,1.569376,1.463604,1.233772,1.522216,1.816483,1.492731,17
1.701638,1.616327,1.714236,2.031179,1.824248,1.246623,1.650795,1.530062,1.559867,1.457632,1.265509,1.52899,1.841272,1.490245,17
1.795425,1.10336,1.285071,2.221901,1.870452,1.599065,1.098538,1.033551,1.517943,1.697383,0.454223,1.077079,1.921624,1.705727,17
1.883666,1.255041,1.408164,2.307184,1.958248,1.680601,1.244566,1.198397,1.611133,1.77664,0.745501,1.231462,1.997186,1.789161,17
1.676646,1.591613,1.702469,2.015977,1.804383,1.245095,1.640309,1.530545,1.565498,1.454923,1.247804,1.501687,1.776449,1.465102,17
1.69815,1.619017,1.718145,2.02568,1.825064,1.266326,1.639958,1.530011,1.564379,1.469827,1.252636,1.536758,1.832092,1.504066,17
1.822652,1.099082,1.324857,2.231442,1.90065,1.56111,1.143227,1.039362,1.483508,1.668805,0.553322,1.087143,1.961525,1.689562,17
1.782709,1.143025,1.310203,2.21224,1.868162,1.564066,1.106822,1.057929,1.489183,1.694594,0.50053,1.094176,1.90863,1.712087,17
1.637446,1.616645,1.6722,1.956319,1.7705,1.255021,1.605396,1.508342,1.546375,1.427514,1.200265,1.496141,1.757001,1.445558,17
1.496342,1.619716,1.553491,2.01434,1.598276,1.261313,1.537377,1.563508,1.592279,1.450916,1.122493,1.573939,1.591248,1.47703,17
1.743049,1.168407,1.179342,2.300449,1.790033,1.643563,1.077856,1.204953,1.629299,1.697191,0.437513,1.258508,1.82766,1.717928,17
1.753931,1.155615,1.220567,2.215722,1.832402,1.551496,1.078773,1.078565,1.489221,1.671573,0.410579,1.131125,1.868218,1.693757,17
1.660045,1.616364,1.702326,1.98752,1.796449,1.24543,1.62693,1.524562,1.551032,1.429229,1.2361,1.512571,1.781607,1.455006,17
1.623733,1.623354,1.673471,1.955158,1.759798,1.237815,1.593617,1.512123,1.526907,1.429435,1.190997,1.512613,1.744887,1.460437,17
1.850191,1.090049,1.375091,2.238442,1.929694,1.57962,1.17395,1.037142,1.494327,1.678145,0.61313,1.07597,1.995328,1.695256,17
1.875299,1.24109,1.363822,2.34102,1.935092,1.670898,1.239597,1.224079,1.616693,1.760415,0.725107,1.25499,1.968632,1.77017,17
1.647769,1.616245,1.684066,1.979322,1.780924,1.26182,1.618228,1.516122,1.565763,1.430253,1.217018,1.496432,1.765534,1.444045,17
1.233207,1.825687,1.614517,2.101519,1.29315,1.626889,1.682862,1.819289,1.81781,1.773636,1.325762,1.847155,1.344101,1.797517,17
1.775954,1.097161,1.2131,2.271241,1.827764,1.626471,1.054181,1.070824,1.551433,1.707926,0.345019,1.12914,1.886784,1.718417,17
1.849159,1.073244,1.335334,2.280099,1.916125,1.595387,1.175294,1.062581,1.532776,1.694513,0.599535,1.047321,1.952942,1.68353,17
1.633378,1.617213,1.666059,1.968186,1.766726,1.231394,1.604902,1.516432,1.5387,1.412719,1.202188,1.514891,1.75061,1.441301,17
1.622897,1.627976,1.673462,1.962376,1.758451,1.237112,1.600149,1.51863,1.540471,1.424399,1.195438,1.517434,1.736367,1.448244,17
1.838549,1.061544,1.336702,2.2434,1.910882,1.600793,1.147828,1.024826,1.528307,1.685915,0.542843,1.040736,1.957828,1.681464,17
1.788511,1.135418,1.300228,2.213685,1.869886,1.612338,1.113114,1.046428,1.548771,1.690473,0.465346,1.048142,1.893477,1.676962,17
1.64917,1.616457,1.671751,1.975416,1.778456,1.271094,1.608423,1.509641,1.563322,1.44029,1.201028,1.505423,1.769177,1.458122,17
1.652359,1.604025,1.663141,1.972485,1.776258,1.247702,1.601006,1.49535,1.541493,1.438072,1.192487,1.498503,1.782559,1.463536,17
1.882038,1.276137,1.374422,2.303833,1.944929,1.721343,1.239767,1.207744,1.647524,1.81454,0.721728,1.254052,1.996093,1.819694,17
1.819966,1.10683,1.335861,2.226187,1.896895,1.607041,1.107818,1.017767,1.516826,1.700546,0.468491,1.058422,1.935418,1.70227,17
1.664975,1.611205,1.688619,1.986954,1.793342,1.283969,1.622909,1.51166,1.581151,1.449187,1.220741,1.49124,1.788004,1.458651,17
1.654245,1.610259,1.678958,1.979982,1.783396,1.243204,1.60782,1.507972,1.54033,1.437241,1.206804,1.511072,1.779969,1.466644,17
1.777565,1.108201,1.217884,2.274601,1.836421,1.627065,1.082819,1.090311,1.564706,1.698967,0.417336,1.141112,1.890636,1.710719,17
1.784394,1.105296,1.258408,2.226359,1.856347,1.584021,1.086675,1.028895,1.517767,1.675754,0.408128,1.059,1.898256,1.676615,17
1.641218,1.607549,1.676214,1.987887,1.77216,1.243539,1.617297,1.521,1.56137,1.420868,1.219936,1.507317,1.760801,1.442579,17
1.624352,1.62379,1.666432,1.949904,1.756704,1.250314,1.587952,1.505851,1.531904,1.438494,1.180897,1.505182,1.745069,1.465664,17
1.803574,1.443427,1.469108,2.235486,1.960798,1.455806,1.468395,1.414008,1.807902,1.417996,1.024416,1.401287,1.859479,1.433175,17
1.772719,1.117477,1.2328,2.230672,1.844956,1.571053,1.081222,1.0514,1.510091,1.66796,0.403993,1.087293,1.883337,1.67698,17
1.657495,1.599964,1.679325,1.982401,1.782082,1.258347,1.620883,1.509524,1.565305,1.439676,1.221775,1.490945,1.785161,1.455234,17
1.671237,1.59827,1.672249,1.990233,1.790707,1.258901,1.614661,1.493268,1.556752,1.44811,1.207753,1.487588,1.80874,1.466903,17
1.301261,1.796659,1.682804,1.810769,1.309739,1.521074,1.676564,1.708822,1.824204,1.743229,1.300182,1.714605,1.524892,1.751127,17
1.719937,1.704469,1.546035,2.166163,1.976784,1.307968,1.549361,1.631266,1.347318,1.200918,1.124964,1.622065,1.543782,1.228488,17
1.820042,1.085212,1.33188,2.250942,1.891093,1.608788,1.105252,1.04054,1.502627,1.721909,0.507713,1.099047,1.956813,1.743451,17
1.811605,1.098603,1.324935,2.238218,1.88977,1.568045,1.113698,1.036744,1.481075,1.683387,0.512237,1.078426,1.941018,1.702472,17
1.653373,1.624981,1.624535,1.954274,1.75997,1.31209,1.609502,1.488125,1.604535,1.453951,1.174299,1.469914,1.773714,1.439014,17
1.635369,1.628885,1.629247,1.941642,1.752539,1.265158,1.606721,1.498202,1.565811,1.420772,1.180104,1.490252,1.752735,1.4237,17
1.728694,1.704275,1.705528,2.017749,1.834664,1.390945,1.681929,1.580782,1.652436,1.538709,1.283425,1.582308,1.850767,1.548476,17
1.791282,1.110267,1.25462,2.221872,1.858451,1.598246,1.08601,1.025609,1.515092,1.696527,0.397996,1.078234,1.912133,1.701152,17
1.774327,1.110207,1.21052,2.251068,1.825138,1.660873,1.046449,1.071027,1.596251,1.718982,0.287427,1.108887,1.864454,1.70908,17
1.667281,1.620608,1.684929,1.991357,1.79228,1.268505,1.622329,1.518335,1.573797,1.45076,1.218299,1.515898,1.785384,1.466683,17
1.661363,1.608509,1.664628,1.985809,1.781143,1.265157,1.608813,1.49978,1.564699,1.448891,1.197633,1.500657,1.788691,1.466183,17
1.765717,1.119618,1.190427,2.246541,1.82218,1.62272,1.056079,1.055635,1.55876,1.705375,0.30806,1.10296,1.872821,1.70411,17
1.80673,1.111887,1.284513,2.226292,1.8768,1.599795,1.105143,1.019525,1.527841,1.691399,0.443198,1.041887,1.921142,1.68409,17
1.783068,1.11585,1.206682,2.239408,1.840523,1.610754,1.072404,1.038152,1.541532,1.698883,0.345667,1.082229,1.894948,1.696112,17
1.791858,1.708937,1.802228,2.099421,1.908578,1.429562,1.746622,1.623581,1.700996,1.578172,1.380594,1.591301,1.917512,1.580583,17
1.649494,1.612647,1.670094,1.973556,1.775518,1.270775,1.602065,1.501129,1.560846,1.449435,1.191868,1.49718,1.773584,1.466197,17
1.72025,1.185224,1.146421,2.273897,1.767076,1.641944,1.004032,1.145449,1.581136,1.730156,0.17072,1.198156,1.793222,1.737819,17
1.961135,1.728497,1.998588,2.511265,2.159774,1.162689,1.95961,1.966807,1.444768,1.619387,1.939655,1.964597,1.616915,1.675969,39
1.927763,1.626931,1.951088,2.47248,2.129544,1.032468,1.890372,1.880977,1.344155,1.546485,1.87178,1.876821,1.572755,1.600236,39
1.95347,1.654816,1.977182,2.469715,2.160992,1.045418,1.913906,1.884966,1.358884,1.537133,1.891713,1.882207,1.624573,1.592494,39
1.961319,1.625458,1.965988,2.47344,2.162912,1.043958,1.90107,1.862589,1.361877,1.54042,1.876135,1.855135,1.626552,1.582632,39
1.889277,1.620469,1.885866,2.461253,2.083488,1.064948,1.85652,1.869728,1.351916,1.547023,1.829622,1.860679,1.524198,1.59046,39
1.927778,1.600835,1.916658,2.462799,2.122338,1.043921,1.872457,1.846588,1.364515,1.539142,1.843023,1.835079,1.583005,1.573415,39
1.971725,1.613616,1.967113,2.466992,2.172164,1.046523,1.90978,1.856381,1.375085,1.549369,1.87975,1.837986,1.63038,1.580137,39
1.977336,1.621794,1.992029,2.48926,2.181288,1.033805,1.92114,1.883008,1.361137,1.549265,1.899444,1.866864,1.621559,1.589721,39
1.976552,1.650557,2.003879,2.477446,2.18665,1.041671,1.928981,1.89046,1.356091,1.55291,1.908772,1.881096,1.644953,1.606576,39
2.019496,1.627199,2.016927,2.497826,2.215578,1.080562,1.935616,1.865432,1.411341,1.575803,1.909,1.852183,1.685869,1.599807,39
1.962801,1.61717,1.959967,2.456128,2.162617,1.046968,1.906464,1.854113,1.369775,1.553093,1.874724,1.838787,1.625758,1.585519,39
1.952518,1.610894,1.954503,2.482211,2.151125,1.021136,1.896488,1.873582,1.33812,1.550339,1.874813,1.864032,1.600035,1.597837,39
1.580009,1.895436,2.029635,2.456381,1.561936,1.685885,2.063742,2.135708,2.076753,2.139075,2.033628,2.118058,1.398717,2.133775,39
1.588923,1.82106,1.899605,2.523354,1.763914,1.535366,1.95609,2.099965,1.741371,1.865591,1.92628,2.076037,1.056876,1.858206,39
1.914529,1.595532,1.908242,2.472068,2.107672,1.032427,1.865884,1.861562,1.340311,1.549128,1.841423,1.849548,1.549012,1.589894,39
1.920522,1.603919,1.913386,2.461352,2.11549,1.045189,1.87353,1.859269,1.354413,1.548151,1.843934,1.842114,1.551691,1.580463,39
1.931522,1.593332,1.927466,2.478418,2.125043,1.034364,1.870435,1.858713,1.3458,1.556418,1.84772,1.847724,1.565287,1.594458,39
1.845786,1.606774,1.915532,2.459287,1.816383,1.4628,1.855318,1.859747,1.732822,2.03526,1.8341,1.85085,1.746288,2.040865,39
1.96229,1.600886,1.952161,2.471431,2.157543,1.057599,1.891055,1.847017,1.379869,1.558159,1.861548,1.829863,1.612515,1.582902,39
1.932546,1.634099,1.934666,2.476769,2.13201,1.034443,1.892332,1.883056,1.344109,1.537289,1.868655,1.878044,1.586372,1.59067,39
1.940914,1.592808,1.92734,2.462554,2.134314,1.031326,1.881405,1.847121,1.351371,1.552546,1.851937,1.833107,1.591853,1.586344,39
1.64009,1.673242,1.86954,2.407217,1.827806,1.284605,1.867571,1.951496,1.527731,1.708443,1.846928,1.945398,1.178042,1.730195,39
1.981302,1.622483,1.982979,2.49737,2.173945,1.096686,1.906234,1.858239,1.41947,1.56747,1.880442,1.85107,1.650167,1.590367,39
1.907724,1.634852,1.921574,2.478719,2.10656,1.046908,1.882827,1.899765,1.34323,1.559718,1.862587,1.89075,1.536843,1.614249,39
1.936575,1.640777,1.950686,2.461674,2.141281,1.046318,1.900862,1.879543,1.356258,1.543633,1.874798,1.868893,1.593,1.591066,39
1.94635,1.617403,1.960015,2.475194,2.147747,1.033113,1.898472,1.875802,1.35451,1.552407,1.875453,1.861189,1.584573,1.592814,39
1.746872,1.684807,1.902411,2.443914,1.940742,1.183795,1.903836,1.996381,1.452303,1.666284,1.888788,1.980963,1.265471,1.708891,39
1.929231,1.638945,1.930927,2.4812,2.129288,1.050506,1.88323,1.88681,1.345835,1.549778,1.861902,1.880874,1.579246,1.604706,39
1.950452,1.639874,1.960164,2.466832,2.154877,1.053282,1.898824,1.867533,1.363611,1.541662,1.874182,1.862142,1.627352,1.590492,39
1.921752,1.627244,1.916216,2.46864,2.119596,1.062549,1.866618,1.860873,1.356388,1.541127,1.841768,1.856778,1.583181,1.5883,39
1.717828,1.724121,1.878504,2.564716,1.894671,1.69129,1.904068,1.963024,1.915005,2.019088,1.874646,1.953013,1.339768,2.02007,39
1.898268,1.602405,1.893308,2.459741,2.09248,1.060851,1.850641,1.852117,1.35463,1.54773,1.824111,1.840789,1.536755,1.585101,39
1.867949,1.612956,1.891064,2.438512,2.065803,1.073579,1.848335,1.852323,1.375371,1.543269,1.822092,1.843966,1.506803,1.580938,39
1.988966,1.622695,2.000338,2.497162,2.188738,1.072308,1.912627,1.869556,1.391531,1.572562,1.891993,1.857565,1.64557,1.604924,39
2.000451,1.627895,2.023383,2.501593,2.206576,1.064582,1.930923,1.883188,1.386901,1.57484,1.913608,1.863337,1.656272,1.611824,39
1.970753,1.593905,2.0801,2.525063,1.961485,1.55272,1.918746,1.850406,1.738699,2.089084,1.910412,1.831359,1.944865,2.106292,39
1.514501,1.846383,1.920528,2.566074,1.686944,1.659278,1.964705,2.108571,1.809234,1.970674,1.940758,2.095682,1.129971,1.9688,39
1.983992,1.640969,1.989139,2.473717,2.187949,1.077031,1.936276,1.888661,1.407019,1.568301,1.901717,1.855857,1.614434,1.585428,39
2.529889,2.496701,2.765511,2.662107,2.621341,2.279152,2.662638,2.671566,2.432746,2.62117,2.666039,2.676968,2.40354,2.657225,39
1.974994,1.585585,1.980827,2.501896,2.17325,1.07445,1.9014,1.861912,1.385543,1.576837,1.883202,1.830703,1.622746,1.602733,39
1.979027,1.640767,1.996237,2.477615,2.184723,1.094242,1.915786,1.866788,1.410885,1.559414,1.890165,1.851166,1.645948,1.588689,39
1.89343,1.648613,1.917136,2.483662,2.094604,1.081532,1.865739,1.896115,1.375887,1.546845,1.848219,1.891282,1.526874,1.599373,39
1.986639,1.625162,2.005243,2.492098,2.185535,1.128688,1.911301,1.862212,1.440077,1.597344,1.890551,1.843798,1.645918,1.619156,39
1.696274,2.049155,2.036517,2.586268,1.624529,1.896585,2.206097,2.259501,2.241237,2.274137,2.13994,2.244857,1.543341,2.227742,39
2.080685,1.623261,2.071761,2.564359,2.0389,1.615282,1.980548,1.845322,1.804119,2.121298,1.941372,1.841115,2.076199,2.120425,39
1.968602,1.611052,1.973345,2.510346,1.929287,1.465839,1.905124,1.845932,1.689137,2.066777,1.890273,1.877508,1.957209,2.105791,39
2.086346,1.631461,1.976132,2.556923,2.244422,1.223564,1.982046,1.858593,1.554455,1.600611,1.925099,1.835183,1.801432,1.571733,39
2.15725,1.697844,2.045676,2.616602,2.30672,1.351265,2.040955,1.900794,1.664984,1.666607,1.984421,1.879546,1.903644,1.625053,39
2.10056,1.66347,1.995101,2.556029,2.260209,1.221266,1.996548,1.87813,1.56117,1.596444,1.938095,1.865493,1.800395,1.571694,39
1.773726,1.684113,1.810988,2.488202,1.901457,1.397113,1.891504,1.951233,1.669731,1.721194,1.841989,1.94305,1.34294,1.689447,39
2.022238,1.58375,1.951573,2.536426,2.19529,1.159865,1.924245,1.849467,1.478985,1.549813,1.886091,1.827558,1.703848,1.545863,39
1.924873,1.574864,1.882835,2.465063,2.106615,1.053931,1.851354,1.821836,1.371773,1.546562,1.816604,1.813638,1.578536,1.568862,39
1.678488,1.647767,1.868417,2.357999,1.871392,1.20455,1.862573,1.915716,1.439546,1.666474,1.840701,1.916075,1.265316,1.706105,39
2.546882,2.505228,2.763011,2.672802,2.632489,2.279733,2.668891,2.666618,2.428072,2.618099,2.672472,2.687932,2.45553,2.665583,39
1.947744,1.590122,1.922167,2.464448,2.138607,1.03094,1.875846,1.834139,1.341457,1.546673,1.846764,1.828893,1.62247,1.586664,39
1.959154,1.618804,1.943617,2.475067,2.155259,1.025712,1.898474,1.861901,1.34101,1.538544,1.87131,1.857454,1.632936,1.587119,39
1.956708,1.64303,1.948771,2.459407,2.156639,1.061562,1.900618,1.853729,1.372259,1.530478,1.870077,1.854549,1.654995,1.577802,39
1.915275,1.621018,1.919964,2.460921,2.111685,1.038815,1.877071,1.860334,1.347218,1.534974,1.852698,1.861741,1.587085,1.587801,39
1.936305,1.631498,1.919215,2.48326,2.125836,1.079872,1.878697,1.868184,1.36762,1.560411,1.853466,1.870113,1.609158,1.608748,39
1.943861,1.641893,1.937257,2.4689,2.142279,1.053521,1.891065,1.861463,1.355477,1.531462,1.865098,1.867295,1.642074,1.588343,39
1.948367,1.623596,1.927641,2.469205,2.143416,1.03389,1.893422,1.863182,1.344969,1.535655,1.863058,1.857216,1.614603,1.581152,39
1.96085,1.621467,1.93731,2.464592,2.155808,1.038579,1.897998,1.851012,1.35458,1.535996,1.865948,1.846546,1.643918,1.579137,39
1.56347,1.833325,1.97535,2.485829,1.768968,1.497097,2.014705,2.077426,1.722494,1.85811,1.980312,2.066641,1.168419,1.870568,39
1.694499,1.659511,1.90186,2.374293,1.892038,1.210408,1.880288,1.92036,1.476882,1.648298,1.858406,1.921931,1.27699,1.678985,39
1.627118,1.841802,1.989418,2.508915,1.83462,1.419613,2.011747,2.110832,1.640591,1.805577,1.99461,2.110216,1.182259,1.847806,39
1.944061,1.649269,1.942226,2.472367,2.144022,1.043064,1.901505,1.880262,1.349863,1.536725,1.876454,1.882196,1.625281,1.59642,39
1.917678,1.629454,1.919395,2.464226,2.114984,1.034655,1.892778,1.881825,1.347565,1.535601,1.864247,1.872426,1.56173,1.582123,39
2.54986,2.495377,2.774339,2.6791,2.638853,2.262149,2.673383,2.67564,2.411839,2.623186,2.680534,2.691355,2.441429,2.672554,39
1.922887,1.643732,1.926823,2.469298,2.121319,1.043261,1.891823,1.881434,1.347856,1.52993,1.866884,1.883271,1.588674,1.587209,39
1.907045,1.633111,1.901494,2.470095,2.101211,1.05415,1.86908,1.873369,1.343814,1.542251,1.845649,1.876812,1.573922,1.600911,39
1.953318,1.624786,1.941653,2.47307,2.150983,1.029594,1.897845,1.86685,1.342647,1.538292,1.870743,1.861141,1.622634,1.587334,39
1.945508,1.651608,1.945613,2.465509,2.146372,1.057253,1.897519,1.868515,1.355516,1.535081,1.872206,1.873996,1.642391,1.594699,39
1.963084,1.626513,1.960365,2.470978,2.163307,1.026208,1.910754,1.867154,1.351067,1.54058,1.883822,1.861821,1.64218,1.589752,39
1.961806,1.639912,1.938869,2.477163,2.157139,1.044437,1.899425,1.86344,1.350668,1.530245,1.87138,1.867774,1.656449,1.585658,39
1.905494,1.580896,1.873767,2.454869,2.090516,1.042315,1.849949,1.829129,1.352491,1.540551,1.81687,1.822334,1.566348,1.573865,39
1.883814,1.600795,1.855601,2.449132,2.068972,1.060848,1.848598,1.84668,1.362605,1.542669,1.813754,1.839327,1.533048,1.578588,39
1.884606,1.577963,1.835432,2.457067,2.062374,1.062881,1.83279,1.82955,1.366373,1.53821,1.795517,1.821122,1.527229,1.563966,39
1.955224,1.592965,1.924225,2.45896,2.14344,1.047849,1.892958,1.839124,1.37783,1.547686,1.854088,1.821358,1.605097,1.565326,39
1.575565,1.737977,1.8421,2.513804,1.721621,1.552061,1.885505,2.017643,1.675534,1.902274,1.859623,2.005851,1.122418,1.896717,39
1.943456,1.587974,2.037295,2.488121,1.934692,1.483387,1.908618,1.836328,1.697611,2.050126,1.893564,1.827341,1.91411,2.069948,39
1.938652,1.585252,1.909184,2.465202,2.12558,1.051573,1.872441,1.832159,1.373482,1.535798,1.83777,1.820529,1.591165,1.557888,39
1.896591,1.562515,1.849665,2.483907,2.072929,1.055956,1.829753,1.835885,1.361129,1.541063,1.799579,1.82646,1.520978,1.566102,39
1.968922,1.603627,1.951689,2.480096,2.163842,1.039769,1.893114,1.846132,1.359958,1.539013,1.866404,1.841337,1.643413,1.578453,39
1.959236,1.609208,1.937989,2.483904,2.152637,1.024648,1.893706,1.859382,1.348451,1.530797,1.866488,1.854419,1.622731,1.574314,39
1.932699,1.586318,1.917239,2.480502,2.118078,1.042681,1.8692,1.844377,1.361632,1.546679,1.842696,1.841784,1.58365,1.579349,39
2.556227,2.515077,2.781224,2.685329,2.64522,2.280002,2.678208,2.679947,2.424436,2.626558,2.686582,2.704057,2.467982,2.681573,39
1.920057,1.638219,1.919034,2.464162,2.116191,1.044074,1.887959,1.874204,1.347051,1.536584,1.862157,1.877573,1.596153,1.594856,39
1.93184,1.633855,1.92069,2.469775,2.126862,1.048463,1.880628,1.863733,1.340367,1.537633,1.856196,1.870318,1.61767,1.5974,39
1.954654,1.626839,1.95127,2.467009,2.153598,1.025206,1.906237,1.868288,1.342583,1.538857,1.879097,1.864062,1.62492,1.588956,39
1.920111,1.620303,1.930783,2.456416,2.118817,1.042352,1.891256,1.867122,1.363874,1.523693,1.860712,1.855171,1.555999,1.557591,39
1.963389,1.603808,1.943964,2.469035,2.15695,1.025049,1.902655,1.854269,1.353968,1.545716,1.870711,1.84174,1.623956,1.580107,39
1.894059,1.603399,1.885965,2.469913,2.08083,1.046902,1.851129,1.854574,1.341691,1.538403,1.828111,1.860364,1.548589,1.588555,39
1.942285,1.605008,1.914973,2.476595,2.131428,1.024719,1.880282,1.8546,1.334664,1.538624,1.852823,1.853946,1.610552,1.586738,39
1.892387,1.642703,1.895594,2.467545,2.085888,1.059923,1.874427,1.886099,1.347031,1.538554,1.84977,1.890317,1.547247,1.596786,39
1.944828,1.648922,1.933565,2.481031,2.141577,1.042248,1.89997,1.88402,1.345491,1.532819,1.874725,1.887844,1.621838,1.593502,39
2.049526,1.914587,1.911226,2.776884,2.256875,1.465733,1.978669,2.159694,1.609951,1.680992,1.963494,2.169725,1.586402,1.743046,39
1.930762,1.641607,1.8977,2.475112,2.120736,1.066491,1.874055,1.8626,1.354447,1.532175,1.844956,1.870428,1.619971,1.588273,39
1.912668,1.598847,1.879682,2.471795,2.096892,1.047609,1.851252,1.841916,1.347296,1.530123,1.822292,1.844261,1.572097,1.571856,39
1.946591,1.646464,1.936011,2.474971,2.143466,1.045894,1.897107,1.873978,1.345374,1.53088,1.871433,1.880128,1.631699,1.590739,39
1.809031,1.633705,1.888622,2.389279,2.001189,1.14729,1.841216,1.851084,1.348646,1.627669,1.826303,1.874855,1.534151,1.702839,39
1.964479,1.609006,1.940612,2.473966,2.156519,1.023233,1.898912,1.851874,1.345385,1.540524,1.869635,1.849186,1.644272,1.585368,39
1.874098,1.63477,1.879237,2.453384,2.066264,1.064851,1.868575,1.876974,1.365096,1.524387,1.837747,1.876408,1.512358,1.568751,39
1.889076,1.615572,1.861398,2.466587,2.072679,1.058987,1.862166,1.872949,1.347641,1.546493,1.829743,1.86741,1.522332,1.588104,39
1.910425,1.589865,1.892465,2.460606,2.096507,1.03236,1.864431,1.84318,1.349047,1.538405,1.834428,1.840909,1.566059,1.576702,39
1.941463,1.634269,1.935253,2.472413,2.137446,1.026634,1.90425,1.880164,1.343789,1.537534,1.877274,1.879335,1.609749,1.592568,39
1.974844,1.653012,1.963351,2.472023,2.173665,1.051412,1.918789,1.865913,1.369367,1.524124,1.888503,1.870384,1.675816,1.575519,39
1.954451,1.577206,1.906674,2.46398,2.135571,1.044448,1.880058,1.822164,1.371983,1.5526,1.84157,1.812334,1.627211,1.574013,39
1.892136,1.58388,1.872242,2.465838,2.076189,1.039789,1.844361,1.844044,1.342491,1.54191,1.817365,1.842187,1.535673,1.581967,39
