@relation CohortTemplate

@attribute attr1 numeric
@attribute attr2 numeric
@attribute attr3 numeric
@attribute attr4 numeric
@attribute attr5 numeric
@attribute attr6 numeric
@attribute attr7 numeric
@attribute attr8 numeric
@attribute attr9 numeric
@attribute attr10 numeric
@attribute attr11 numeric
@attribute attr12 numeric
@attribute attr13 numeric
@attribute attr14 numeric
@attribute attr15 numeric
@attribute attr16 numeric
@attribute 'user id' {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}

@data
1.468711,2.442427,1.460781,1.923747,1.669378,1.883963,1.914541,1.899257,1.881054,1.483038,1.912741,1.891259,1.92177,1.931913,1.821366,1.486943,41
1.595358,2.188364,1.636766,2.018581,1.232385,1.964997,2.019363,2.000136,1.947718,1.605366,1.998488,1.985674,2.022056,1.969201,1.883672,1.599001,41
1.57456,2.17645,1.622773,1.996017,1.237788,1.940806,2.002519,1.980455,1.921283,1.591075,1.975565,1.963185,2.002904,1.931474,1.856038,1.571391,41
1.120247,2.316665,1.130321,1.700504,1.710336,1.65264,1.728474,1.684468,1.666885,1.155789,1.718924,1.681159,1.724368,2.199797,1.61165,1.199313,41
1.125799,2.213267,1.162201,1.606348,1.6913,1.60419,1.660056,1.590579,1.57248,1.113092,1.625313,1.581891,1.702474,2.123893,1.55065,1.157042,41
1.54818,2.171029,1.60302,1.986134,1.19343,1.913552,1.987345,1.971975,1.895791,1.557813,1.962691,1.954665,1.980218,1.906467,1.837526,1.547903,41
1.552598,2.165617,1.606064,1.986905,1.199896,1.921249,1.989419,1.969021,1.898903,1.559927,1.96434,1.953462,1.984288,1.923356,1.84022,1.553043,41
1.073459,2.273495,1.100267,1.632424,1.636369,1.582668,1.662477,1.612925,1.582808,1.117266,1.642228,1.608173,1.657427,2.123541,1.536304,1.119041,41
1.464338,2.321262,1.435146,1.89654,1.742794,1.892264,1.883815,1.870362,1.884764,1.466229,1.878154,1.863092,1.919812,1.957884,1.812169,1.472704,41
1.73282,2.272925,1.77382,2.116493,1.429756,2.061803,2.114475,2.099795,2.045656,1.748063,2.092729,2.084844,1.937621,2.062435,1.987933,1.726395,41
1.522963,2.146012,1.581785,1.957388,1.201192,1.88088,1.952847,1.942586,1.8671,1.536828,1.929087,1.924988,1.951338,1.885838,1.808235,1.519839,41
1.040158,2.264842,1.076944,1.618476,1.612378,1.545932,1.625168,1.594066,1.55538,1.073816,1.615695,1.592015,1.623796,2.084714,1.511866,1.093186,41
1.447295,2.322555,1.452996,1.880638,1.669415,1.846442,1.854324,1.855245,1.835659,1.424173,1.84902,1.846441,1.894403,1.877509,1.778338,1.451998,41
1.542978,2.164783,1.594145,1.983326,1.189185,1.907174,1.981262,1.972366,1.895496,1.554829,1.959419,1.954274,1.974899,1.908068,1.836518,1.543809,41
1.563608,2.184445,1.621034,1.996422,1.267986,1.928062,2.002312,1.987113,1.916327,1.579213,1.975643,1.967206,2.002671,1.9134,1.852409,1.568248,41
1.04881,2.229387,1.092176,1.59406,1.613287,1.53515,1.607903,1.578389,1.536365,1.051356,1.59338,1.570808,1.633505,2.060993,1.506922,1.093608,41
1.719074,2.379454,1.728913,2.05028,1.609527,2.023788,2.014535,2.019394,1.983744,1.708319,1.995954,2.002613,2.049679,1.546118,1.924769,1.665951,41
1.503938,1.976103,1.516011,1.679587,1.877892,1.644905,1.604938,1.66406,1.627326,1.45953,1.600358,1.65205,1.749152,2.002587,1.701168,1.408577,41
1.555226,2.157697,1.608573,1.974001,1.206332,1.90874,1.97724,1.955811,1.88805,1.585521,1.947261,1.938818,1.967781,1.895522,1.823641,1.540042,41
1.574769,2.153024,1.61581,1.988766,1.267373,1.943012,1.986859,1.974852,1.92705,1.560682,1.969433,1.958614,2.014122,1.94159,1.87211,1.583399,41
1.060552,2.272201,1.111131,1.621274,1.654302,1.567485,1.650183,1.599915,1.566401,1.089792,1.62914,1.595981,1.656829,2.112244,1.522986,1.117387,41
1.081243,2.301051,1.123273,1.657851,1.694973,1.604071,1.686052,1.631929,1.608373,1.124709,1.668937,1.631803,1.681358,2.156198,1.555208,1.152356,41
1.568914,2.185939,1.622424,2.000413,1.24519,1.939504,2.006048,1.985357,1.92225,1.57899,1.980905,1.968683,2.007045,1.936008,1.858541,1.5744,41
1.603636,2.192179,1.646988,2.021649,1.269084,1.973632,2.024993,2.003627,1.955894,1.612685,2.003108,1.988821,2.033859,1.97518,1.890909,1.609265,41
1.413302,2.155577,1.439022,1.678566,1.769192,1.736859,1.743901,1.670816,1.668357,1.425728,1.67391,1.64511,1.825106,1.958606,1.64873,1.335553,41
1.124945,2.221329,1.152002,1.588885,1.609108,1.576895,1.637668,1.57183,1.539958,1.132003,1.59974,1.562494,1.660575,2.090325,1.524966,1.118582,41
1.104649,2.254827,1.154993,1.616514,1.651117,1.591238,1.66831,1.590403,1.560665,1.139963,1.629033,1.585531,1.671165,2.11133,1.521325,1.128138,41
1.549812,2.160132,1.59992,1.979831,1.17764,1.911203,1.982221,1.962772,1.889876,1.570674,1.954986,1.946032,1.969343,1.910579,1.82913,1.53938,41
1.58227,2.160269,1.635888,1.983634,1.267188,1.932712,1.992912,1.964177,1.90808,1.616174,1.958713,1.947043,1.99161,1.898518,1.839851,1.565441,41
1.097117,2.283042,1.132741,1.643634,1.664557,1.607371,1.688013,1.618793,1.59466,1.149026,1.658389,1.615644,1.677902,2.144471,1.543564,1.139255,41
1.093597,2.232711,1.13649,1.610105,1.66367,1.586717,1.657609,1.586577,1.56168,1.118258,1.623673,1.581715,1.670492,2.115861,1.525134,1.12675,41
1.580809,2.160055,1.62186,1.991714,1.247865,1.946367,1.997559,1.97063,1.922415,1.602385,1.970647,1.955613,1.998974,1.965414,1.855201,1.572103,41
1.577565,2.165837,1.62155,1.995517,1.204583,1.941895,2.001285,1.977345,1.917706,1.592369,1.97433,1.961468,1.99805,1.92817,1.856096,1.56927,41
1.123025,2.317767,1.14752,1.666545,1.716249,1.632912,1.710219,1.634894,1.628465,1.219009,1.680226,1.635309,1.683387,2.174299,1.55962,1.159435,41
1.503543,2.323403,1.524647,1.880409,1.705514,1.879215,1.893048,1.848536,1.834577,1.518856,1.855022,1.837465,1.917267,1.888894,1.769289,1.469965,41
1.554002,2.145293,1.605215,1.971121,1.193383,1.910735,1.979223,1.950931,1.881335,1.582092,1.945915,1.934398,1.964408,1.904875,1.819003,1.5345,41
1.572462,2.154232,1.647979,1.962243,1.385277,1.914248,1.992293,1.946298,1.875128,1.605897,1.941699,1.925224,1.988895,1.897877,1.811725,1.549155,41
1.377338,2.358942,1.419559,1.792369,1.854545,1.786398,1.847796,1.770053,1.747521,1.389877,1.807563,1.764855,1.65113,2.268015,1.722983,1.392475,41
1.493181,2.321875,1.507939,1.896402,1.677906,1.883488,1.898861,1.867826,1.846827,1.489185,1.871357,1.856919,1.924028,1.890234,1.784675,1.475983,41
1.578538,2.154078,1.628147,1.98678,1.20707,1.929668,2.00202,1.967832,1.895937,1.615144,1.963302,1.950193,1.980033,1.897939,1.833618,1.551465,41
1.565365,2.159602,1.626482,1.979077,1.270658,1.922971,1.992059,1.961625,1.895656,1.5878,1.956808,1.943996,1.989749,1.891215,1.832037,1.55607,41
1.096991,2.257522,1.149226,1.621129,1.671441,1.588594,1.671009,1.604674,1.57207,1.128272,1.636079,1.595992,1.682379,2.120724,1.531209,1.135471,41
1.486387,2.282783,1.497165,1.878892,1.689562,1.877446,1.885144,1.856427,1.83903,1.458932,1.858785,1.843289,1.930412,1.899825,1.787576,1.474251,41
1.552793,2.151329,1.6123,1.964844,1.291726,1.914154,1.983249,1.95137,1.887095,1.571381,1.946504,1.931618,1.985763,1.908996,1.824164,1.543719,41
1.558591,2.159405,1.619458,1.971592,1.292244,1.91446,1.98669,1.958258,1.891484,1.587073,1.950175,1.938159,1.984804,1.899743,1.825514,1.54754,41
1.096083,2.22288,1.138306,1.58375,1.659151,1.567355,1.634225,1.565449,1.542227,1.135513,1.594304,1.555977,1.654932,2.077146,1.503383,1.105796,41
1.475856,2.324157,1.490896,1.896015,1.694851,1.877785,1.902116,1.877395,1.854818,1.473478,1.877017,1.863153,1.930803,1.914643,1.789772,1.473557,41
1.593314,2.196414,1.606217,1.97355,1.397813,1.933738,1.936657,1.961642,1.922489,1.523248,1.938503,1.945825,2.005715,1.69566,1.892679,1.593804,41
1.565721,2.308204,1.597666,2.018066,1.300825,1.917024,1.963278,2.002302,1.939133,1.553321,1.973693,1.991658,1.979354,1.705338,1.887342,1.588871,41
1.533711,2.256647,1.574598,1.977045,1.30191,1.874058,1.924331,1.962867,1.891617,1.528938,1.927395,1.948183,1.942593,1.648757,1.838434,1.544099,41
1.592464,2.288303,1.621749,2.015221,1.345862,1.887046,1.925964,1.995583,1.926356,1.610342,1.94444,1.98508,1.939707,1.608562,1.874964,1.58889,41
1.759008,2.425217,1.755665,2.177415,1.552498,2.037527,2.0563,2.160207,2.114372,1.778825,2.103789,2.155679,2.076258,1.771298,2.063712,1.779853,41
1.767639,2.366699,1.750999,2.158513,1.573343,2.04617,2.048597,2.14542,2.116283,1.777856,2.093064,2.139824,2.089229,1.826173,2.074781,1.786288,41
1.669483,2.306195,1.69077,2.066117,1.46182,1.914023,1.947838,2.057224,1.981637,1.687643,1.982126,2.043592,1.978241,1.670623,1.942892,1.665044,41
1.713016,2.345287,1.722874,2.098736,1.489319,1.954926,1.974129,2.082292,2.023702,1.736077,2.013671,2.07406,2.003343,1.690656,1.983336,1.706471,41
1.726648,2.35293,1.729525,2.133197,1.503667,1.988412,2.012498,2.123442,2.06418,1.737373,2.057199,2.11444,2.042918,1.761429,2.025324,1.740781,41
1.764304,2.390275,1.754311,2.176292,1.551939,2.047653,2.06365,2.163553,2.121413,1.776494,2.109352,2.157981,2.09159,1.824291,2.077711,1.790423,41
1.708478,2.347134,1.710446,2.109359,1.484138,1.973615,1.989675,2.096443,2.043113,1.711113,2.033988,2.088981,2.027445,1.743574,2.00763,1.721181,41
1.767103,2.399713,1.752883,2.170765,1.551916,2.053301,2.061667,2.152318,2.121102,1.785607,2.104962,2.149319,2.087014,1.817235,2.074123,1.786149,41
1.698381,2.367804,1.715779,2.116954,1.450361,1.964942,1.998356,2.100801,2.034816,1.712302,2.03937,2.094403,2.018379,1.73885,1.993853,1.713672,41
1.714951,2.342754,1.714373,2.117319,1.500996,1.982399,1.994096,2.104003,2.052812,1.709343,2.041795,2.09718,2.036401,1.741865,2.018612,1.731514,41
1.730977,2.39799,1.741691,2.147804,1.476114,2.007726,2.040214,2.13178,2.076949,1.755981,2.078136,2.126388,2.055027,1.805522,2.030506,1.750021,41
1.714899,2.395163,1.732424,2.13527,1.448244,1.984458,2.02386,2.119463,2.054928,1.742354,2.061439,2.113199,2.033998,1.778186,2.009077,1.729529,41
1.696493,2.362864,1.713655,2.108853,1.444104,1.958877,1.989787,2.091698,2.026838,1.711797,2.029869,2.085327,2.010682,1.725405,1.986257,1.706454,41
1.742084,2.337734,1.731875,2.142115,1.520594,2.021806,2.034293,2.125197,2.086541,1.763156,2.0738,2.12028,2.059487,1.796696,2.042634,1.755757,41
1.697015,2.289605,1.711365,2.070903,1.457981,1.929701,1.95323,2.054108,1.991917,1.730295,1.985424,2.04517,1.979387,1.718909,1.955357,1.681669,41
1.736328,2.385836,1.744747,2.122533,1.494269,1.998592,2.019911,2.098382,2.057088,1.782649,2.049096,2.094782,2.031706,1.770173,2.005906,1.73156,41
1.753757,2.151822,1.769976,2.027282,1.632826,1.92788,1.916183,2.024366,1.950462,1.70412,1.938306,2.00233,2.014063,1.698145,1.95843,1.702347,41
1.683795,2.319844,1.700246,2.098625,1.446046,1.945242,1.979792,2.084181,2.013484,1.702208,2.018189,2.075533,1.999141,1.708313,1.972787,1.692255,41
1.585875,2.313234,1.613306,2.033737,1.358699,1.917976,1.967909,2.025454,1.960119,1.595482,1.982787,2.010997,1.983944,1.703776,1.903034,1.606279,41
1.71089,2.406688,1.725785,2.140998,1.472608,1.995093,2.034139,2.126063,2.066675,1.739605,2.071084,2.119183,2.043614,1.765385,2.013672,1.731364,41
1.714812,2.355821,1.719198,2.11248,1.499211,1.974632,1.992683,2.098425,2.046503,1.729861,2.035361,2.090979,2.025502,1.739198,2.006116,1.722614,41
1.742163,2.408353,1.749599,2.166277,1.519304,2.017842,2.049446,2.15476,2.096944,1.758337,2.094511,2.147697,2.07042,1.794685,2.050866,1.768362,41
1.756739,2.428121,1.758126,2.170888,1.530444,2.035716,2.061286,2.155435,2.110122,1.785787,2.102309,2.150225,2.07754,1.808947,2.058893,1.776051,41
1.666128,2.370837,1.677178,2.088799,1.374165,1.955783,1.999495,2.073999,2.011305,1.709007,2.022942,2.064106,1.995224,1.718741,1.955002,1.663037,41
1.613204,2.114822,1.603282,2.045104,1.432155,1.924914,1.955424,2.029567,1.982194,1.65546,1.989465,2.018386,1.960008,2.202871,1.919852,1.611919,41
1.700533,2.275569,1.687343,2.047561,1.532874,1.939944,1.928024,2.034485,2.002918,1.706727,1.969431,2.025938,1.991579,1.735425,1.977087,1.687653,41
1.715865,2.39736,1.730901,2.134106,1.481867,1.980457,2.015362,2.120522,2.056586,1.738064,2.057174,2.113005,2.033313,1.750672,2.011105,1.730789,41
1.74291,2.369672,1.740476,2.144877,1.530179,2.009595,2.027863,2.131722,2.084537,1.764171,2.071306,2.124641,2.055128,1.775507,2.039776,1.755292,41
1.722094,2.401096,1.731262,2.141114,1.4881,1.996383,2.025494,2.125141,2.069287,1.742212,2.067547,2.119383,2.043805,1.761584,2.022646,1.739861,41
1.76216,2.438819,1.763941,2.184084,1.533839,2.049381,2.076792,2.166993,2.122705,1.790431,2.117854,2.163121,2.089151,1.82489,2.06979,1.787202,41
1.753779,2.434165,1.757489,2.178541,1.532024,2.034897,2.065673,2.164082,2.112773,1.781554,2.108686,2.158463,2.078577,1.80296,2.06062,1.777859,41
1.711141,2.402383,1.727763,2.130057,1.464122,1.978286,2.012287,2.114821,2.051788,1.72891,2.054057,2.108279,2.030869,1.747333,2.007149,1.726201,41
1.756957,2.426613,1.757183,2.175038,1.540628,2.03642,2.061319,2.161618,2.114494,1.779175,2.105856,2.155751,2.081561,1.805967,2.064723,1.780234,41
1.730758,2.379689,1.733632,2.14251,1.519719,1.999696,2.020275,2.128038,2.075273,1.74387,2.066432,2.121533,2.048075,1.749433,2.031352,1.74773,41
1.725743,2.353889,1.726649,2.144689,1.489965,2.010564,2.03038,2.128832,2.078153,1.724247,2.075706,2.124476,2.06005,1.795133,2.040369,1.753736,41
1.735823,2.371802,1.731639,2.140511,1.505813,2.019087,2.031857,2.124024,2.083978,1.741364,2.07417,2.119915,2.065011,1.809155,2.044669,1.757713,41
1.727078,2.093061,1.747175,2.060889,1.506483,2.001035,1.991517,2.042067,1.983769,1.63966,2.000496,2.02763,2.068589,1.671635,1.972021,1.709339,41
1.652706,2.042623,1.661809,1.980872,1.475112,1.94956,1.928476,1.960576,1.925304,1.564541,1.932954,1.948304,2.017098,1.714025,1.916947,1.635751,41
1.49873,1.931455,1.52636,1.91046,1.346232,1.833851,1.875423,1.888618,1.83787,1.506914,1.874496,1.879068,1.895135,2.118798,1.800154,1.493876,41
1.625879,2.220135,1.633604,2.012401,1.428917,1.894541,1.90875,2.003641,1.945631,1.621605,1.938588,1.989319,1.958929,1.646021,1.911251,1.619987,41
1.882585,1.925264,1.858096,2.056729,1.833289,2.089729,2.038036,2.050571,2.049648,1.86886,2.010211,2.024264,2.139425,1.880784,2.039648,1.791304,41
1.211306,1.91569,1.2812,1.71851,0.765716,1.642964,1.732092,1.70785,1.618622,1.240886,1.693024,1.683006,1.722814,1.602985,1.54703,1.194915,41
1.195093,1.916537,1.280423,1.70751,0.849862,1.630248,1.718821,1.696998,1.608986,1.209222,1.681459,1.672295,1.7257,1.591206,1.538462,1.193955,41
0.58689,2.001205,0.731676,1.279704,1.34162,1.258877,1.362525,1.255917,1.196131,0.580729,1.298042,1.242729,1.395243,1.84989,1.170273,0.620954,41
1.014056,2.172646,1.083659,1.533836,1.595581,1.519896,1.594608,1.508203,1.474409,1.019709,1.548385,1.501203,1.341196,2.046467,1.445994,1.039492,41
1.174549,1.906794,1.256503,1.690569,0.738137,1.610829,1.699269,1.674177,1.584466,1.199314,1.661106,1.651727,1.694123,1.58437,1.512931,1.160684,41
1.210095,1.92293,1.292547,1.711907,0.814941,1.644363,1.73109,1.695944,1.610778,1.232384,1.687442,1.672848,1.728008,1.593257,1.538211,1.196449,41
0.61753,1.96661,0.746609,1.264425,1.377322,1.262247,1.362004,1.243042,1.193926,0.656936,1.28585,1.226661,1.393527,1.861544,1.164262,0.616479,41
0.585771,1.990705,0.711875,1.248046,1.392247,1.254944,1.34418,1.221061,1.186085,0.607124,1.272708,1.209371,1.384605,1.882193,1.16057,0.598836,41
1.189032,1.92136,1.261499,1.710805,0.677161,1.632948,1.721069,1.694446,1.604557,1.208548,1.68516,1.673017,1.708765,1.614388,1.534686,1.177449,41
1.196871,1.934655,1.266992,1.723928,0.714867,1.642034,1.730004,1.713151,1.624464,1.210601,1.699378,1.690125,1.725274,1.621096,1.554096,1.196328,41
0.554125,1.968522,0.673331,1.262149,1.378266,1.255987,1.350759,1.237135,1.199018,0.586797,1.286624,1.22553,1.380778,1.884389,1.165358,0.590315,41
0.504469,2.017645,0.665034,1.28379,1.34165,1.240328,1.356104,1.257261,1.198158,0.53606,1.301129,1.247939,1.371703,1.868198,1.157778,0.581642,41
1.154834,1.844252,1.220573,1.675966,0.800369,1.618522,1.682202,1.658171,1.592624,1.144444,1.654434,1.638164,1.703227,1.677731,1.524383,1.160928,41
1.142895,1.723059,1.175205,1.609832,0.810786,1.592981,1.621582,1.590262,1.55003,1.12213,1.58921,1.569545,1.668287,1.657201,1.496754,1.116872,41
1.161595,1.749561,1.209214,1.647274,0.822776,1.613967,1.656595,1.62815,1.576896,1.136064,1.62699,1.608533,1.695117,1.670992,1.521325,1.152849,41
0.550312,2.038774,0.711553,1.291424,1.355995,1.252074,1.364567,1.270058,1.206191,0.514881,1.311749,1.259754,1.39911,1.887376,1.183743,0.63121,41
1.54424,1.804227,1.518721,1.855251,1.628347,1.884293,1.855687,1.842708,1.832943,1.503448,1.828165,1.818921,1.937794,1.674894,1.805936,1.502242,41
1.145046,1.878284,1.223019,1.663158,0.793186,1.592045,1.673727,1.649828,1.569323,1.164838,1.63729,1.626068,1.681861,1.618789,1.497853,1.136299,41
1.519762,2.192805,1.495421,1.807309,1.369971,1.837642,1.794378,1.780438,1.773246,1.538313,1.754443,1.754904,1.848102,1.218768,1.703272,1.399644,41
0.734025,1.953032,0.806746,1.207618,1.476704,1.287279,1.326716,1.180125,1.184834,0.741544,1.23574,1.164388,1.410294,1.894959,1.18454,0.65919,41
1.248592,1.836476,1.358746,1.697433,0.914312,1.51308,1.59275,1.671427,1.52257,1.218783,1.596685,1.656786,1.624408,1.453017,1.51811,1.213683,41
1.20173,1.923663,1.284746,1.702816,0.860845,1.635121,1.727496,1.688975,1.604088,1.244098,1.679731,1.664129,1.718946,1.622981,1.526266,1.182389,41
1.179421,1.910431,1.262375,1.692241,0.820684,1.621017,1.706934,1.67764,1.595649,1.205369,1.667068,1.654323,1.709099,1.611367,1.520795,1.17227,41
1.091008,1.622093,1.109095,1.385269,1.485902,1.367018,1.326016,1.368447,1.325238,0.99141,1.310223,1.349683,1.490713,1.64137,1.386624,0.993932,41
0.601539,1.968458,0.679336,1.23801,1.310524,1.252393,1.325212,1.214434,1.179811,0.616886,1.257209,1.1991,1.364962,1.830173,1.158657,0.565033,41
1.503842,2.18525,1.508337,1.825171,1.380681,1.849176,1.814156,1.796617,1.777273,1.454407,1.779746,1.77285,1.890883,1.275128,1.724195,1.429687,41
1.28913,1.981545,1.303203,1.562934,1.293974,1.545634,1.492979,1.535304,1.489187,1.219959,1.475712,1.511224,1.623717,1.190524,1.500332,1.168438,41
1.181712,1.884159,1.258402,1.688864,0.847028,1.623484,1.706814,1.677855,1.59745,1.201245,1.66655,1.652995,1.714095,1.618577,1.526498,1.173853,41
1.187612,1.891106,1.26644,1.685362,0.906908,1.625615,1.706115,1.676378,1.599159,1.203511,1.664087,1.650011,1.72107,1.627591,1.527726,1.178683,41
0.602681,1.991756,0.72295,1.265929,1.370784,1.266938,1.351145,1.244886,1.202183,0.564282,1.289162,1.231143,1.405586,1.863711,1.185101,0.634051,41
1.14644,2.028272,1.184432,1.568757,1.392019,1.591158,1.598199,1.540398,1.515822,1.096441,1.546728,1.522805,1.66633,1.622223,1.473265,1.101504,41
1.186414,1.92078,1.265882,1.702173,0.766024,1.625357,1.721512,1.68897,1.594114,1.215407,1.678383,1.664874,1.706773,1.619795,1.523389,1.168815,41
1.207593,1.93387,1.293389,1.713627,0.887842,1.638961,1.72829,1.7047,1.61908,1.227942,1.68897,1.678963,1.735479,1.601934,1.545602,1.204792,41
0.519478,2.020444,0.6295,1.274231,1.352755,1.249074,1.345535,1.260358,1.217305,0.533365,1.296694,1.245192,1.382451,1.864155,1.178937,0.584854,41
0.511082,2.005748,0.633073,1.263955,1.336118,1.238186,1.325881,1.244955,1.199052,0.458374,1.281799,1.232894,1.377419,1.846599,1.174525,0.585909,41
1.457883,1.703784,1.45155,1.694198,1.314604,1.648178,1.578685,1.680239,1.629472,1.369768,1.5914,1.655956,1.732701,1.324895,1.661104,1.356129,41
0.556938,2.028162,0.627869,1.290637,1.296534,1.267256,1.356477,1.278099,1.231758,0.549878,1.312664,1.262919,1.386328,1.863947,1.201183,0.599077,41
0.561409,1.966553,0.636539,1.213158,1.376227,1.240435,1.293111,1.189456,1.178561,0.538151,1.234681,1.175974,1.365944,1.83924,1.159023,0.56084,41
1.18837,1.914957,1.272872,1.694777,0.858215,1.626855,1.711986,1.683929,1.599588,1.199848,1.672364,1.660092,1.721541,1.601805,1.529375,1.183704,41
1.218794,1.92027,1.299248,1.708937,0.903776,1.646946,1.727897,1.698597,1.620864,1.239465,1.685406,1.67275,1.739719,1.599326,1.547321,1.208352,41
2.20676,2.445072,2.227109,2.342873,2.09831,2.404503,2.422676,2.445457,2.392294,2.224815,2.426429,2.462098,2.470387,2.377015,2.34883,2.181454,41
0.550397,1.998173,0.653123,1.24285,1.353207,1.243162,1.331045,1.221618,1.186369,0.580571,1.267134,1.20781,1.367127,1.869341,1.157409,0.560482,41
1.119474,1.970689,1.128251,1.505812,1.424922,1.564783,1.540753,1.477819,1.483357,1.065268,1.488007,1.459527,1.636173,1.628064,1.449339,1.056534,41
1.192273,1.911172,1.279635,1.693209,0.887408,1.62497,1.715738,1.680456,1.595344,1.225635,1.669104,1.655133,1.71548,1.61284,1.519851,1.177577,41
1.217258,1.88895,1.285626,1.695225,0.872327,1.643473,1.710345,1.683289,1.615729,1.233194,1.670213,1.65806,1.730964,1.587312,1.54422,1.200169,41
0.572502,1.957975,0.626345,1.211815,1.32584,1.233576,1.291245,1.190724,1.172503,0.602381,1.228389,1.173648,1.34461,1.810505,1.145671,0.523593,41
1.105614,2.053603,1.098646,1.566813,1.371745,1.583724,1.575849,1.538227,1.535524,1.08956,1.541763,1.522321,1.632765,1.603078,1.470965,1.063076,41
1.201861,1.92536,1.283037,1.708539,0.83682,1.637379,1.728661,1.696185,1.610076,1.234929,1.68509,1.671436,1.723197,1.614488,1.534515,1.188524,41
1.192873,1.923953,1.282676,1.703145,0.898287,1.628477,1.720344,1.693634,1.605776,1.212496,1.679241,1.667944,1.726791,1.612045,1.533168,1.190846,41
0.521414,2.01562,0.649895,1.254155,1.375901,1.235653,1.341476,1.229983,1.192087,0.620207,1.275639,1.217278,1.356608,1.875562,1.142244,0.545543,41
1.480266,2.251637,1.507063,1.871288,1.332069,1.852586,1.855957,1.844255,1.798021,1.444753,1.826531,1.821675,1.898356,1.29121,1.728646,1.434936,41
1.186155,1.931299,1.27544,1.708102,0.856453,1.633711,1.723813,1.696507,1.609405,1.191673,1.686419,1.672907,1.731236,1.622843,1.539247,1.193322,41
1.212136,1.931976,1.290225,1.719592,0.845016,1.651524,1.735674,1.709072,1.628305,1.229062,1.697366,1.68436,1.741267,1.617175,1.554011,1.209166,41
1.180029,1.836299,1.299716,1.632014,0.914362,1.530245,1.621511,1.598816,1.483824,1.212528,1.57167,1.580516,1.620991,1.503865,1.437348,1.121894,41
0.462594,2.027901,0.555563,1.293211,1.34997,1.256253,1.354828,1.270662,1.236797,0.520383,1.316139,1.26225,1.367414,1.895433,1.183269,0.566856,41
0.440188,2.071631,0.57642,1.310441,1.356564,1.249986,1.362607,1.276503,1.236232,0.538161,1.326131,1.274397,1.355521,1.897456,1.171925,0.567364,41
1.185887,1.934435,1.275062,1.715344,0.826911,1.636243,1.725955,1.703732,1.612392,1.174418,1.693073,1.68112,1.735464,1.619748,1.547626,1.199945,41
1.189041,1.92242,1.27299,1.706531,0.831546,1.636144,1.719752,1.692805,1.610551,1.192617,1.683755,1.670164,1.729543,1.617011,1.540309,1.193343,41
0.703042,1.964891,0.776341,1.256773,1.465912,1.289155,1.346592,1.233118,1.223905,0.729868,1.277266,1.219351,1.270298,1.899735,1.205409,0.674354,41
1.657836,2.265285,1.65625,1.903431,1.541699,1.950626,1.906727,1.886543,1.87666,1.629863,1.860203,1.855076,1.899758,1.363099,1.82593,1.558428,41
2.239615,2.501873,2.259029,2.384787,2.144825,2.496838,2.514517,2.482389,2.452207,2.246862,2.497511,2.499204,2.55751,2.475632,2.396386,2.226754,41
1.111139,2.09902,1.134308,1.615736,1.365031,1.602522,1.622927,1.590821,1.564377,1.083341,1.59262,1.575068,1.666348,1.625677,1.495759,1.102636,41
1.197875,1.921933,1.287964,1.696592,0.90703,1.63161,1.724223,1.683721,1.598856,1.231238,1.67502,1.658333,1.722825,1.625107,1.523105,1.183012,41
1.206438,1.887843,1.263971,1.703056,0.837538,1.6573,1.715584,1.691278,1.632546,1.19702,1.685086,1.668451,1.744319,1.655014,1.56433,1.209007,41
2.270459,2.536264,2.285942,2.410999,2.194087,2.515878,2.539221,2.515181,2.484828,2.300857,2.521068,2.527343,2.577347,2.498398,2.420932,2.251549,41
0.643312,1.963417,0.74719,1.262009,1.398135,1.277966,1.349764,1.246608,1.210096,0.56773,1.288654,1.231288,1.424205,1.884311,1.208523,0.669549,41
0.478073,2.011973,0.599463,1.306721,1.332587,1.258763,1.363629,1.282168,1.234026,0.506197,1.324244,1.273616,1.376703,1.869915,1.182474,0.589553,41
1.923889,2.022259,1.95368,2.003671,1.725631,1.928227,1.682251,1.696835,1.919511,1.956009,1.943783,1.961981,1.963276,1.389569,1.580072,1.892492,16
1.931763,2.019576,1.950692,2.018452,1.69242,1.928057,1.671708,1.713217,1.941473,1.969111,1.951138,1.980075,1.957408,1.420161,1.609191,1.907678,16
1.844017,1.901534,1.866789,1.900194,1.665545,1.835074,1.553732,1.577572,1.829004,1.871131,1.836859,1.85855,1.876677,1.281487,1.477517,1.805023,16
2.076683,1.306803,2.089117,2.03093,1.975559,1.994511,1.698944,1.736147,1.9575,2.05147,1.958552,1.992591,2.050584,1.718481,1.709263,2.014554,16
1.941704,2.038211,1.959055,2.015112,1.726163,1.940544,1.673239,1.702964,1.944278,1.974356,1.949303,1.973261,1.964417,1.375648,1.611998,1.911594,16
1.836643,1.872191,1.863321,1.871052,1.688232,1.83769,1.552097,1.541426,1.801663,1.854229,1.817166,1.824553,1.881064,1.250858,1.444234,1.786002,16
1.938484,2.023516,1.953953,2.011737,1.725827,1.940168,1.672012,1.699436,1.943395,1.97181,1.947756,1.970349,1.963815,1.394779,1.611572,1.909878,16
1.823693,1.769099,1.842745,1.825128,1.707367,1.802127,1.490073,1.489316,1.762674,1.830041,1.766683,1.779037,1.850786,1.229626,1.414197,1.761614,16
